sample_id,state,measurement_col,phi,matrix_tc,fluid_tc,model,observed_tc,predicted_tc,error,abs_error,abs_pct_error
113577,oil,TC oil,0.07476560681237662,2.98,0.13,"Modified Maxwell (Eucken, 1940)",2.5712816742530693,2.677774374156361,0.10649269990329158,0.10649269990329158,4.14161937097874
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Lichtenecker (geometric mean),2.9365625,2.643470942627996,-0.2930915573720041,0.2930915573720041,9.980770284031214
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Roy-Adler,2.9365625,2.739406960136406,-0.1971555398635938,0.1971555398635938,6.713820661524957
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Krupiczka,2.9365625,3.45862094364835,0.52205844364835,0.52205844364835,17.777876127218473
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Zimmerman (1989; spherical pores),2.9365625,2.7439037653900775,-0.19265873460992244,0.19265873460992244,6.560689057696625
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Zimmerman (1989; thin cracks),2.9365625,2.6039535291827125,-0.33260897081728746,0.33260897081728746,11.326473412954346
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Zimmerman (1989; needle-like pores),2.9365625,2.731430065093118,-0.20513243490688193,0.20513243490688193,6.985461229137195
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,"Modified Maxwell (Eucken, 1940)",2.9365625,2.743903765390078,-0.192658734609922,0.192658734609922,6.56068905769661
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Ribaud (1937),2.9365625,2.5576120383147396,-0.37895046168526036,0.37895046168526036,12.904559725368022
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Mendel (1997),2.9365625,2.737499577855442,-0.19906292214455812,0.19906292214455812,6.7787735539277
113577,brine_avg,TC 60,0.07476560681237662,2.98,0.6,Sidorov (1979),2.9365625,2.2983714319883894,-0.6381910680116105,0.6381910680116105,21.732589311877767
113603,dry,TC air,0.06812695477572067,2.98,0.025,Lichtenecker (geometric mean),2.3427999999999995,2.1516215506281076,-0.191178449371892,0.191178449371892,8.160254796478233
113603,dry,TC air,0.06812695477572067,2.98,0.025,Roy-Adler,2.3427999999999995,2.6225668346456668,0.2797668346456672,0.2797668346456672,11.941558589963602
113603,dry,TC air,0.06812695477572067,2.98,0.025,Krupiczka,2.3427999999999995,3.6922856171594307,1.3494856171594312,1.3494856171594312,57.60140076657979
113603,dry,TC air,0.06812695477572067,2.98,0.025,Zimmerman (1989; spherical pores),2.3427999999999995,2.689074399033447,0.34627439903344737,0.34627439903344737,14.780365333508941
113603,dry,TC air,0.06812695477572067,2.98,0.025,Zimmerman (1989; thin cracks),2.3427999999999995,0.7724304707130257,-1.5703695292869737,1.5703695292869737,67.02960258182405
113603,dry,TC air,0.06812695477572067,2.98,0.025,Zimmerman (1989; needle-like pores),2.3427999999999995,2.6609570414743917,0.31815704147439217,0.31815704147439217,13.580204945978839
113603,dry,TC air,0.06812695477572067,2.98,0.025,"Modified Maxwell (Eucken, 1940)",2.3427999999999995,2.689074399033447,0.34627439903344737,0.34627439903344737,14.780365333508941
113603,dry,TC air,0.06812695477572067,2.98,0.025,Ribaud (1937),2.3427999999999995,2.4870871542873623,0.14428715428736272,0.14428715428736272,6.1587482622230985
113603,dry,TC air,0.06812695477572067,2.98,0.025,Mendel (1997),2.3427999999999995,2.679288646085454,0.3364886460854546,0.3364886460854546,14.362670568783278
113603,dry,TC air,0.06812695477572067,2.98,0.025,Sidorov (1979),2.3427999999999995,0.3291869746747557,-2.013613025325244,2.013613025325244,85.94899373933944
113603,oil,TC oil,0.06812695477572067,2.98,0.13,Lichtenecker (geometric mean),2.7211499999999997,2.407382021901015,-0.3137679780989848,0.3137679780989848,11.530712312771616
113603,oil,TC oil,0.06812695477572067,2.98,0.13,Roy-Adler,2.7211499999999997,2.6674265624500735,-0.053723437549926256,0.053723437549926256,1.974291661610946
113603,oil,TC oil,0.06812695477572067,2.98,0.13,Krupiczka,2.7211499999999997,3.896841374931813,1.1756913749318132,1.1756913749318132,43.20568050022282
113603,oil,TC oil,0.06812695477572067,2.98,0.13,Zimmerman (1989; spherical pores),2.7211499999999997,2.703780715687592,-0.017369284312407807,0.017369284312407807,0.6383067567906145
113603,oil,TC oil,0.06812695477572067,2.98,0.13,Zimmerman (1989; thin cracks),2.7211499999999997,1.9030992549242964,-0.8180507450757033,0.8180507450757033,30.062684713290462
113603,oil,TC oil,0.06812695477572067,2.98,0.13,Zimmerman (1989; needle-like pores),2.7211499999999997,2.67971650680402,-0.041433493195979665,0.041433493195979665,1.5226464250768854
113603,oil,TC oil,0.06812695477572067,2.98,0.13,"Modified Maxwell (Eucken, 1940)",2.7211499999999997,2.7037807156875915,-0.01736928431240825,0.01736928431240825,0.6383067567906309
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Lichtenecker (geometric mean),2.9926125000000003,2.671747885612514,-0.3208646143874865,0.3208646143874865,10.721889799881756
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Roy-Adler,2.9926125000000003,2.76036029229935,-0.23225220770065036,0.23225220770065036,7.760851353145465
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Krupiczka,2.9926125000000003,3.6322987918232075,0.6396862918232071,0.6396862918232071,21.375513596337882
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Zimmerman (1989; spherical pores),2.9926125000000003,2.764361769016783,-0.22825073098321713,0.22825073098321713,7.627139530534512
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Zimmerman (1989; thin cracks),2.9926125000000003,2.634584558986487,-0.3580279410135132,0.3580279410135132,11.963725374184369
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Zimmerman (1989; needle-like pores),2.9926125000000003,2.752854412227876,-0.23975808777212437,0.23975808777212437,8.011664984094145
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,"Modified Maxwell (Eucken, 1940)",2.9926125000000003,2.764361769016783,-0.22825073098321713,0.22825073098321713,7.627139530534512
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Ribaud (1937),2.9926125000000003,2.583000821388806,-0.4096116786111943,0.4096116786111943,13.687427911605472
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Mendel (1997),2.9926125000000003,2.7590318838179932,-0.2335806161820071,0.2335806161820071,7.805240945227859
113603,brine_avg,TC 60,0.06812695477572067,2.98,0.6,Sidorov (1979),2.9926125000000003,2.3460190391632505,-0.6465934608367498,0.6465934608367498,21.606320926506513
113619,dry,TC air,0.08326069547301873,2.98,0.025,Lichtenecker (geometric mean),2.252275,2.0014468384580164,-0.2508281615419836,0.2508281615419836,11.136657892219361
113619,dry,TC air,0.08326069547301873,2.98,0.025,Roy-Adler,2.252275,2.546265118227011,0.2939901182270108,0.2939901182270108,13.053029413682202
113619,dry,TC air,0.08326069547301873,2.98,0.025,Krupiczka,2.252275,2.6937887796485285,0.44151377964852845,0.44151377964852845,19.60301382595502
113619,dry,TC air,0.08326069547301873,2.98,0.025,Zimmerman (1989; spherical pores),2.252275,2.6269999046002477,0.37472490460024765,0.37472490460024765,16.63761772431198
113619,dry,TC air,0.08326069547301873,2.98,0.025,Zimmerman (1989; thin cracks),2.252275,0.6578659604737148,-1.594409039526285,1.594409039526285,70.79104636539877
113619,dry,TC air,0.08326069547301873,2.98,0.025,Zimmerman (1989; needle-like pores),2.252275,2.593752985843469,0.3414779858434689,0.3414779858434689,15.161469440608668
