state,phi_intergranular,phi_ic,phi_total,delta_lambda_percent
dry,0.20378151,0.00621849,0.21000000,-23.04405604
dry,0.20563025,0.00621849,0.21184874,-23.00802601
dry,0.20747899,0.00621849,0.21369748,-22.97210216
dry,0.20932773,0.00621849,0.21554622,-22.93628398
dry,0.21117647,0.00621849,0.21739496,-22.90057095
dry,0.21302521,0.00621849,0.21924370,-22.86496259
dry,0.21487395,0.00621849,0.22109244,-22.82945837
dry,0.21672269,0.00621849,0.22294118,-22.79405781
dry,0.21857143,0.00621849,0.22478992,-22.75876041
dry,0.22042017,0.00621849,0.22663866,-22.72356566
dry,0.22226891,0.00621849,0.22848739,-22.68847308
dry,0.22411765,0.00621849,0.23033613,-22.65348219
dry,0.22596639,0.00621849,0.23218487,-22.61859248
dry,0.22781513,0.00621849,0.23403361,-22.58380348
dry,0.22966387,0.00621849,0.23588235,-22.54911471
dry,0.23151261,0.00621849,0.23773109,-22.51452569
dry,0.23336134,0.00621849,0.23957983,-22.48003594
dry,0.23521008,0.00621849,0.24142857,-22.44564499
dry,0.23705882,0.00621849,0.24327731,-22.41135237
dry,0.23890756,0.00621849,0.24512605,-22.37715761
dry,0.24075630,0.00621849,0.24697479,-22.34306024
dry,0.24260504,0.00621849,0.24882353,-22.30905981
dry,0.24445378,0.00621849,0.25067227,-22.27515584
dry,0.24630252,0.00621849,0.25252101,-22.24134788
dry,0.24815126,0.00621849,0.25436975,-22.20763548
dry,0.25000000,0.00621849,0.25621849,-22.17401817
dry,0.03000000,0.00630252,0.03630252,-27.25247173
dry,0.03184874,0.00630252,0.03815126,-27.20337211
dry,0.03369748,0.00630252,0.04000000,-27.15444429
dry,0.03554622,0.00630252,0.04184874,-27.10568736
dry,0.03739496,0.00630252,0.04369748,-27.05710038
dry,0.03924370,0.00630252,0.04554622,-27.00868245
dry,0.04109244,0.00630252,0.04739496,-26.96043266
dry,0.04294118,0.00630252,0.04924370,-26.91235011
dry,0.04478992,0.00630252,0.05109244,-26.86443389
dry,0.04663866,0.00630252,0.05294118,-26.81668312
dry,0.04848739,0.00630252,0.05478992,-26.76909693
dry,0.05033613,0.00630252,0.05663866,-26.72167442
dry,0.05218487,0.00630252,0.05848739,-26.67441473
dry,0.05403361,0.00630252,0.06033613,-26.62731700
dry,0.05588235,0.00630252,0.06218487,-26.58038036
dry,0.05773109,0.00630252,0.06403361,-26.53360396
dry,0.05957983,0.00630252,0.06588235,-26.48698696
dry,0.06142857,0.00630252,0.06773109,-26.44052851
dry,0.06327731,0.00630252,0.06957983,-26.39422777
dry,0.06512605,0.00630252,0.07142857,-26.34808392
dry,0.06697479,0.00630252,0.07327731,-26.30209613
dry,0.06882353,0.00630252,0.07512605,-26.25626358
dry,0.07067227,0.00630252,0.07697479,-26.21058546
dry,0.07252101,0.00630252,0.07882353,-26.16506096
dry,0.07436975,0.00630252,0.08067227,-26.11968927
dry,0.07621849,0.00630252,0.08252101,-26.07446960
dry,0.07806723,0.00630252,0.08436975,-26.02940115
dry,0.07991597,0.00630252,0.08621849,-25.98448314
dry,0.08176471,0.00630252,0.08806723,-25.93971479
dry,0.08361345,0.00630252,0.08991597,-25.89509532
dry,0.08546218,0.00630252,0.09176471,-25.85062395
dry,0.08731092,0.00630252,0.09361345,-25.80629993
dry,0.08915966,0.00630252,0.09546218,-25.76212248
dry,0.09100840,0.00630252,0.09731092,-25.71809086
dry,0.09285714,0.00630252,0.09915966,-25.67420430
dry,0.09470588,0.00630252,0.10100840,-25.63046208
dry,0.09655462,0.00630252,0.10285714,-25.58686343
dry,0.09840336,0.00630252,0.10470588,-25.54340763
dry,0.10025210,0.00630252,0.10655462,-25.50009394
dry,0.10210084,0.00630252,0.10840336,-25.45692164
dry,0.10394958,0.00630252,0.11025210,-25.41389000
dry,0.10579832,0.00630252,0.11210084,-25.37099831
dry,0.10764706,0.00630252,0.11394958,-25.32824584
dry,0.10949580,0.00630252,0.11579832,-25.28563190
dry,0.11134454,0.00630252,0.11764706,-25.24315578
dry,0.11319328,0.00630252,0.11949580,-25.20081677
dry,0.11504202,0.00630252,0.12134454,-25.15861418
dry,0.11689076,0.00630252,0.12319328,-25.11654733
dry,0.11873950,0.00630252,0.12504202,-25.07461552
dry,0.12058824,0.00630252,0.12689076,-25.03281807
dry,0.12243697,0.00630252,0.12873950,-24.99115430
dry,0.12428571,0.00630252,0.13058824,-24.94962355
dry,0.12613445,0.00630252,0.13243697,-24.90822513
dry,0.12798319,0.00630252,0.13428571,-24.86695839
dry,0.12983193,0.00630252,0.13613445,-24.82582266
dry,0.13168067,0.00630252,0.13798319,-24.78481729
dry,0.13352941,0.00630252,0.13983193,-24.74394163
dry,0.13537815,0.00630252,0.14168067,-24.70319501
dry,0.13722689,0.00630252,0.14352941,-24.66257681
dry,0.13907563,0.00630252,0.14537815,-24.62208638
dry,0.14092437,0.00630252,0.14722689,-24.58172307
dry,0.14277311,0.00630252,0.14907563,-24.54148627
dry,0.14462185,0.00630252,0.15092437,-24.50137534
dry,0.14647059,0.00630252,0.15277311,-24.46138965
dry,0.14831933,0.00630252,0.15462185,-24.42152858
dry,0.15016807,0.00630252,0.15647059,-24.38179152
dry,0.15201681,0.00630252,0.15831933,-24.34217785
dry,0.15386555,0.00630252,0.16016807,-24.30268696
dry,0.15571429,0.00630252,0.16201681,-24.26331825
dry,0.15756303,0.00630252,0.16386555,-24.22407110
dry,0.15941176,0.00630252,0.16571429,-24.18494493
dry,0.16126050,0.00630252,0.16756303,-24.14593914
dry,0.16310924,0.00630252,0.16941176,-24.10705313
dry,0.16495798,0.00630252,0.17126050,-24.06828632
dry,0.16680672,0.00630252,0.17310924,-24.02963812
dry,0.16865546,0.00630252,0.17495798,-23.99110794
dry,0.17050420,0.00630252,0.17680672,-23.95269522
dry,0.17235294,0.00630252,0.17865546,-23.91439938
dry,0.17420168,0.00630252,0.18050420,-23.87621984
dry,0.17605042,0.00630252,0.18235294,-23.83815604
dry,0.17789916,0.00630252,0.18420168,-23.80020741
dry,0.17974790,0.00630252,0.18605042,-23.76237340
dry,0.18159664,0.00630252,0.18789916,-23.72465344
dry,0.18344538,0.00630252,0.18974790,-23.68704698
dry,0.18529412,0.00630252,0.19159664,-23.64955346
dry,0.18714286,0.00630252,0.19344538,-23.61217235
dry,0.18899160,0.00630252,0.19529412,-23.57490309
dry,0.19084034,0.00630252,0.19714286,-23.53774514
dry,0.19268908,0.00630252,0.19899160,-23.50069796
dry,0.19453782,0.00630252,0.20084034,-23.46376102
dry,0.19638655,0.00630252,0.20268908,-23.42693379
dry,0.19823529,0.00630252,0.20453782,-23.39021573
dry,0.20008403,0.00630252,0.20638655,-23.35360632
dry,0.20193277,0.00630252,0.20823529,-23.31710504
dry,0.20378151,0.00630252,0.21008403,-23.28071136
dry,0.20563025,0.00630252,0.21193277,-23.24442476
dry,0.20747899,0.00630252,0.21378151,-23.20824474
dry,0.20932773,0.00630252,0.21563025,-23.17217078
dry,0.21117647,0.00630252,0.21747899,-23.13620236
dry,0.21302521,0.00630252,0.21932773,-23.10033899
dry,0.21487395,0.00630252,0.22117647,-23.06458016
dry,0.21672269,0.00630252,0.22302521,-23.02892537
dry,0.21857143,0.00630252,0.22487395,-22.99337412
dry,0.22042017,0.00630252,0.22672269,-22.95792592
dry,0.22226891,0.00630252,0.22857143,-22.92258027
dry,0.22411765,0.00630252,0.23042017,-22.88733669
dry,0.22596639,0.00630252,0.23226891,-22.85219468
dry,0.22781513,0.00630252,0.23411765,-22.81715376
dry,0.22966387,0.00630252,0.23596639,-22.78221346
dry,0.23151261,0.00630252,0.23781513,-22.74737328
dry,0.23336134,0.00630252,0.23966387,-22.71263276
dry,0.23521008,0.00630252,0.24151261,-22.67799142
dry,0.23705882,0.00630252,0.24336134,-22.64344879
dry,0.23890756,0.00630252,0.24521008,-22.60900440
dry,0.24075630,0.00630252,0.24705882,-22.57465778
dry,0.24260504,0.00630252,0.24890756,-22.54040847
dry,0.24445378,0.00630252,0.25075630,-22.50625601
dry,0.24630252,0.00630252,0.25260504,-22.47219994
dry,0.24815126,0.00630252,0.25445378,-22.43823979
dry,0.25000000,0.00630252,0.25630252,-22.40437513
dry,0.03000000,0.00638655,0.03638655,-27.51305994
dry,0.03184874,0.00638655,0.03823529,-27.46367237
dry,0.03369748,0.00638655,0.04008403,-27.41445696
dry,0.03554622,0.00638655,0.04193277,-27.36541279
dry,0.03739496,0.00638655,0.04378151,-27.31653892
dry,0.03924370,0.00638655,0.04563025,-27.26783445
dry,0.04109244,0.00638655,0.04747899,-27.21929847
dry,0.04294118,0.00638655,0.04932773,-27.17093008
dry,0.04478992,0.00638655,0.05117647,-27.12272838
dry,0.04663866,0.00638655,0.05302521,-27.07469249
dry,0.04848739,0.00638655,0.05487395,-27.02682153
dry,0.05033613,0.00638655,0.05672269,-26.97911462
dry,0.05218487,0.00638655,0.05857143,-26.93157089
dry,0.05403361,0.00638655,0.06042017,-26.88418948
dry,0.05588235,0.00638655,0.06226891,-26.83696952
dry,0.05773109,0.00638655,0.06411765,-26.78991016
dry,0.05957983,0.00638655,0.06596639,-26.74301057
dry,0.06142857,0.00638655,0.06781513,-26.69626989
dry,0.06327731,0.00638655,0.06966387,-26.64968730
dry,0.06512605,0.00638655,0.07151261,-26.60326195
dry,0.06697479,0.00638655,0.07336134,-26.55699304
dry,0.06882353,0.00638655,0.07521008,-26.51087973
dry,0.07067227,0.00638655,0.07705882,-26.46492122
dry,0.07252101,0.00638655,0.07890756,-26.41911670
dry,0.07436975,0.00638655,0.08075630,-26.37346537
dry,0.07621849,0.00638655,0.08260504,-26.32796643
dry,0.07806723,0.00638655,0.08445378,-26.28261908
dry,0.07991597,0.00638655,0.08630252,-26.23742254
dry,0.08176471,0.00638655,0.08815126,-26.19237604
dry,0.08361345,0.00638655,0.09000000,-26.14747879
dry,0.08546218,0.00638655,0.09184874,-26.10273002
dry,0.08731092,0.00638655,0.09369748,-26.05812896
dry,0.08915966,0.00638655,0.09554622,-26.01367487
dry,0.09100840,0.00638655,0.09739496,-25.96936697
dry,0.09285714,0.00638655,0.09924370,-25.92520452
dry,0.09470588,0.00638655,0.10109244,-25.88118677
dry,0.09655462,0.00638655,0.10294118,-25.83731299
dry,0.09840336,0.00638655,0.10478992,-25.79358243
dry,0.10025210,0.00638655,0.10663866,-25.74999436
dry,0.10210084,0.00638655,0.10848739,-25.70654805
dry,0.10394958,0.00638655,0.11033613,-25.66324279
dry,0.10579832,0.00638655,0.11218487,-25.62007785
dry,0.10764706,0.00638655,0.11403361,-25.57705253
dry,0.10949580,0.00638655,0.11588235,-25.53416611
dry,0.11134454,0.00638655,0.11773109,-25.49141788
dry,0.11319328,0.00638655,0.11957983,-25.44880716
dry,0.11504202,0.00638655,0.12142857,-25.40633324
dry,0.11689076,0.00638655,0.12327731,-25.36399543
dry,0.11873950,0.00638655,0.12512605,-25.32179305
dry,0.12058824,0.00638655,0.12697479,-25.27972541
dry,0.12243697,0.00638655,0.12882353,-25.23779184
dry,0.12428571,0.00638655,0.13067227,-25.19599166
dry,0.12613445,0.00638655,0.13252101,-25.15432420
dry,0.12798319,0.00638655,0.13436975,-25.11278881
dry,0.12983193,0.00638655,0.13621849,-25.07138481
dry,0.13168067,0.00638655,0.13806723,-25.03011155
dry,0.13352941,0.00638655,0.13991597,-24.98896837
dry,0.13537815,0.00638655,0.14176471,-24.94795464
dry,0.13722689,0.00638655,0.14361345,-24.90706970
dry,0.13907563,0.00638655,0.14546218,-24.86631291
dry,0.14092437,0.00638655,0.14731092,-24.82568363
dry,0.14277311,0.00638655,0.14915966,-24.78518124
dry,0.14462185,0.00638655,0.15100840,-24.74480511
dry,0.14647059,0.00638655,0.15285714,-24.70455460
dry,0.14831933,0.00638655,0.15470588,-24.66442909
dry,0.15016807,0.00638655,0.15655462,-24.62442798
dry,0.15201681,0.00638655,0.15840336,-24.58455064
dry,0.15386555,0.00638655,0.16025210,-24.54479647
dry,0.15571429,0.00638655,0.16210084,-24.50516485
dry,0.15756303,0.00638655,0.16394958,-24.46565519
dry,0.15941176,0.00638655,0.16579832,-24.42626688
dry,0.16126050,0.00638655,0.16764706,-24.38699933
dry,0.16310924,0.00638655,0.16949580,-24.34785195
dry,0.16495798,0.00638655,0.17134454,-24.30882415
dry,0.16680672,0.00638655,0.17319328,-24.26991534
dry,0.16865546,0.00638655,0.17504202,-24.23112495
dry,0.17050420,0.00638655,0.17689076,-24.19245239
dry,0.17235294,0.00638655,0.17873950,-24.15389708
dry,0.17420168,0.00638655,0.18058824,-24.11545847
dry,0.17605042,0.00638655,0.18243697,-24.07713597
dry,0.17789916,0.00638655,0.18428571,-24.03892903
dry,0.17974790,0.00638655,0.18613445,-24.00083708
dry,0.18159664,0.00638655,0.18798319,-23.96285956
dry,0.18344538,0.00638655,0.18983193,-23.92499592
dry,0.18529412,0.00638655,0.19168067,-23.88724562
dry,0.18714286,0.00638655,0.19352941,-23.84960809
dry,0.18899160,0.00638655,0.19537815,-23.81208279
dry,0.19084034,0.00638655,0.19722689,-23.77466918
dry,0.19268908,0.00638655,0.19907563,-23.73736673
dry,0.19453782,0.00638655,0.20092437,-23.70017489
dry,0.19638655,0.00638655,0.20277311,-23.66309314
dry,0.19823529,0.00638655,0.20462185,-23.62612094
dry,0.20008403,0.00638655,0.20647059,-23.58925776
dry,0.20193277,0.00638655,0.20831933,-23.55250309
dry,0.20378151,0.00638655,0.21016807,-23.51585639
dry,0.20563025,0.00638655,0.21201681,-23.47931716
dry,0.20747899,0.00638655,0.21386555,-23.44288487
dry,0.20932773,0.00638655,0.21571429,-23.40655902
dry,0.21117647,0.00638655,0.21756303,-23.37033909
dry,0.21302521,0.00638655,0.21941176,-23.33422458
dry,0.21487395,0.00638655,0.22126050,-23.29821499
dry,0.21672269,0.00638655,0.22310924,-23.26230980
dry,0.21857143,0.00638655,0.22495798,-23.22650853
dry,0.22042017,0.00638655,0.22680672,-23.19081068
dry,0.22226891,0.00638655,0.22865546,-23.15521576
dry,0.22411765,0.00638655,0.23050420,-23.11972327
dry,0.22596639,0.00638655,0.23235294,-23.08433273
dry,0.22781513,0.00638655,0.23420168,-23.04904365
dry,0.22966387,0.00638655,0.23605042,-23.01385554
dry,0.23151261,0.00638655,0.23789916,-22.97876794
dry,0.23336134,0.00638655,0.23974790,-22.94378037
dry,0.23521008,0.00638655,0.24159664,-22.90889234
dry,0.23705882,0.00638655,0.24344538,-22.87410338
dry,0.23890756,0.00638655,0.24529412,-22.83941304
dry,0.24075630,0.00638655,0.24714286,-22.80482083
dry,0.24260504,0.00638655,0.24899160,-22.77032629
dry,0.24445378,0.00638655,0.25084034,-22.73592897
dry,0.24630252,0.00638655,0.25268908,-22.70162840
dry,0.24815126,0.00638655,0.25453782,-22.66742413
dry,0.25000000,0.00638655,0.25638655,-22.63331569
dry,0.03000000,0.00647059,0.03647059,-27.77171544
dry,0.03184874,0.00647059,0.03831933,-27.72204547
dry,0.03369748,0.00647059,0.04016807,-27.67254799
dry,0.03554622,0.00647059,0.04201681,-27.62322206
dry,0.03739496,0.00647059,0.04386555,-27.57406677
dry,0.03924370,0.00647059,0.04571429,-27.52508121
dry,0.04109244,0.00647059,0.04756303,-27.47626447
dry,0.04294118,0.00647059,0.04941176,-27.42761565
dry,0.04478992,0.00647059,0.05126050,-27.37913387
dry,0.04663866,0.00647059,0.05310924,-27.33081822
dry,0.04848739,0.00647059,0.05495798,-27.28266784
dry,0.05033613,0.00647059,0.05680672,-27.23468185
dry,0.05218487,0.00647059,0.05865546,-27.18685938
dry,0.05403361,0.00647059,0.06050420,-27.13919956
dry,0.05588235,0.00647059,0.06235294,-27.09170154
dry,0.05773109,0.00647059,0.06420168,-27.04436447
dry,0.05957983,0.00647059,0.06605042,-26.99718750
dry,0.06142857,0.00647059,0.06789916,-26.95016979
dry,0.06327731,0.00647059,0.06974790,-26.90331051
dry,0.06512605,0.00647059,0.07159664,-26.85660883
dry,0.06697479,0.00647059,0.07344538,-26.81006393
dry,0.06882353,0.00647059,0.07529412,-26.76367499
dry,0.07067227,0.00647059,0.07714286,-26.71744119
dry,0.07252101,0.00647059,0.07899160,-26.67136173
dry,0.07436975,0.00647059,0.08084034,-26.62543580
dry,0.07621849,0.00647059,0.08268908,-26.57966262
dry,0.07806723,0.00647059,0.08453782,-26.53404139
dry,0.07991597,0.00647059,0.08638655,-26.48857133
dry,0.08176471,0.00647059,0.08823529,-26.44325165
dry,0.08361345,0.00647059,0.09008403,-26.39808157
dry,0.08546218,0.00647059,0.09193277,-26.35306034
dry,0.08731092,0.00647059,0.09378151,-26.30818718
dry,0.08915966,0.00647059,0.09563025,-26.26346133
dry,0.09100840,0.00647059,0.09747899,-26.21888204
dry,0.09285714,0.00647059,0.09932773,-26.17444856
dry,0.09470588,0.00647059,0.10117647,-26.13016014
dry,0.09655462,0.00647059,0.10302521,-26.08601604
dry,0.09840336,0.00647059,0.10487395,-26.04201552
dry,0.10025210,0.00647059,0.10672269,-25.99815786
dry,0.10210084,0.00647059,0.10857143,-25.95444232
dry,0.10394958,0.00647059,0.11042017,-25.91086819
dry,0.10579832,0.00647059,0.11226891,-25.86743474
dry,0.10764706,0.00647059,0.11411765,-25.82414127
dry,0.10949580,0.00647059,0.11596639,-25.78098706
dry,0.11134454,0.00647059,0.11781513,-25.73797141
dry,0.11319328,0.00647059,0.11966387,-25.69509363
dry,0.11504202,0.00647059,0.12151261,-25.65235302
dry,0.11689076,0.00647059,0.12336134,-25.60974888
dry,0.11873950,0.00647059,0.12521008,-25.56728054
dry,0.12058824,0.00647059,0.12705882,-25.52494730
dry,0.12243697,0.00647059,0.12890756,-25.48274849
dry,0.12428571,0.00647059,0.13075630,-25.44068345
dry,0.12613445,0.00647059,0.13260504,-25.39875149
dry,0.12798319,0.00647059,0.13445378,-25.35695195
dry,0.12983193,0.00647059,0.13630252,-25.31528418
dry,0.13168067,0.00647059,0.13815126,-25.27374752
dry,0.13352941,0.00647059,0.14000000,-25.23234131
dry,0.13537815,0.00647059,0.14184874,-25.19106490
dry,0.13722689,0.00647059,0.14369748,-25.14991766
dry,0.13907563,0.00647059,0.14554622,-25.10889893
dry,0.14092437,0.00647059,0.14739496,-25.06800809
dry,0.14277311,0.00647059,0.14924370,-25.02724449
dry,0.14462185,0.00647059,0.15109244,-24.98660752
dry,0.14647059,0.00647059,0.15294118,-24.94609654
dry,0.14831933,0.00647059,0.15478992,-24.90571094
dry,0.15016807,0.00647059,0.15663866,-24.86545009
dry,0.15201681,0.00647059,0.15848739,-24.82531338
dry,0.15386555,0.00647059,0.16033613,-24.78530021
dry,0.15571429,0.00647059,0.16218487,-24.74540996
dry,0.15756303,0.00647059,0.16403361,-24.70564203
dry,0.15941176,0.00647059,0.16588235,-24.66599582
dry,0.16126050,0.00647059,0.16773109,-24.62647074
dry,0.16310924,0.00647059,0.16957983,-24.58706620
dry,0.16495798,0.00647059,0.17142857,-24.54778160
dry,0.16680672,0.00647059,0.17327731,-24.50861636
dry,0.16865546,0.00647059,0.17512605,-24.46956990
dry,0.17050420,0.00647059,0.17697479,-24.43064164
dry,0.17235294,0.00647059,0.17882353,-24.39183101
dry,0.17420168,0.00647059,0.18067227,-24.35313743
dry,0.17605042,0.00647059,0.18252101,-24.31456033
dry,0.17789916,0.00647059,0.18436975,-24.27609916
dry,0.17974790,0.00647059,0.18621849,-24.23775334
dry,0.18159664,0.00647059,0.18806723,-24.19952232
dry,0.18344538,0.00647059,0.18991597,-24.16140555
dry,0.18529412,0.00647059,0.19176471,-24.12340247
dry,0.18714286,0.00647059,0.19361345,-24.08551253
dry,0.18899160,0.00647059,0.19546218,-24.04773519
dry,0.19084034,0.00647059,0.19731092,-24.01006991
dry,0.19268908,0.00647059,0.19915966,-23.97251614
dry,0.19453782,0.00647059,0.20100840,-23.93507336
dry,0.19638655,0.00647059,0.20285714,-23.89774101
dry,0.19823529,0.00647059,0.20470588,-23.86051859
dry,0.20008403,0.00647059,0.20655462,-23.82340555
dry,0.20193277,0.00647059,0.20840336,-23.78640138
dry,0.20378151,0.00647059,0.21025210,-23.74950554
dry,0.20563025,0.00647059,0.21210084,-23.71271754
dry,0.20747899,0.00647059,0.21394958,-23.67603684
dry,0.20932773,0.00647059,0.21579832,-23.63946293
dry,0.21117647,0.00647059,0.21764706,-23.60299531
dry,0.21302521,0.00647059,0.21949580,-23.56663347
dry,0.21487395,0.00647059,0.22134454,-23.53037690
dry,0.21672269,0.00647059,0.22319328,-23.49422511
dry,0.21857143,0.00647059,0.22504202,-23.45817758
dry,0.22042017,0.00647059,0.22689076,-23.42223384
dry,0.22226891,0.00647059,0.22873950,-23.38639337
dry,0.22411765,0.00647059,0.23058824,-23.35065570
dry,0.22596639,0.00647059,0.23243697,-23.31502034
dry,0.22781513,0.00647059,0.23428571,-23.27948679
dry,0.22966387,0.00647059,0.23613445,-23.24405458
dry,0.23151261,0.00647059,0.23798319,-23.20872323
dry,0.23336134,0.00647059,0.23983193,-23.17349225
dry,0.23521008,0.00647059,0.24168067,-23.13836118
dry,0.23705882,0.00647059,0.24352941,-23.10332953
dry,0.23890756,0.00647059,0.24537815,-23.06839685
dry,0.24075630,0.00647059,0.24722689,-23.03356266
dry,0.24260504,0.00647059,0.24907563,-22.99882649
dry,0.24445378,0.00647059,0.25092437,-22.96418789
dry,0.24630252,0.00647059,0.25277311,-22.92964639
dry,0.24815126,0.00647059,0.25462185,-22.89520154
dry,0.25000000,0.00647059,0.25647059,-22.86085288
dry,0.03000000,0.00655462,0.03655462,-28.02845966
dry,0.03184874,0.00655462,0.03840336,-27.97851273
dry,0.03369748,0.00655462,0.04025210,-27.92873858
dry,0.03554622,0.00655462,0.04210084,-27.87913630
dry,0.03739496,0.00655462,0.04394958,-27.82970497
dry,0.03924370,0.00655462,0.04579832,-27.78044367
dry,0.04109244,0.00655462,0.04764706,-27.73135150
dry,0.04294118,0.00655462,0.04949580,-27.68242757
dry,0.04478992,0.00655462,0.05134454,-27.63367098
dry,0.04663866,0.00655462,0.05319328,-27.58508085
dry,0.04848739,0.00655462,0.05504202,-27.53665630
dry,0.05033613,0.00655462,0.05689076,-27.48839646
dry,0.05218487,0.00655462,0.05873950,-27.44030045
dry,0.05403361,0.00655462,0.06058824,-27.39236742
dry,0.05588235,0.00655462,0.06243697,-27.34459651
dry,0.05773109,0.00655462,0.06428571,-27.29698687
dry,0.05957983,0.00655462,0.06613445,-27.24953765
dry,0.06142857,0.00655462,0.06798319,-27.20224802
dry,0.06327731,0.00655462,0.06983193,-27.15511715
dry,0.06512605,0.00655462,0.07168067,-27.10814420
dry,0.06697479,0.00655462,0.07352941,-27.06132835
dry,0.06882353,0.00655462,0.07537815,-27.01466880
dry,0.07067227,0.00655462,0.07722689,-26.96816472
dry,0.07252101,0.00655462,0.07907563,-26.92181530
dry,0.07436975,0.00655462,0.08092437,-26.87561976
dry,0.07621849,0.00655462,0.08277311,-26.82957730
dry,0.07806723,0.00655462,0.08462185,-26.78368711
dry,0.07991597,0.00655462,0.08647059,-26.73794843
dry,0.08176471,0.00655462,0.08831933,-26.69236047
dry,0.08361345,0.00655462,0.09016807,-26.64692245
dry,0.08546218,0.00655462,0.09201681,-26.60163361
dry,0.08731092,0.00655462,0.09386555,-26.55649318
dry,0.08915966,0.00655462,0.09571429,-26.51150040
dry,0.09100840,0.00655462,0.09756303,-26.46665452
dry,0.09285714,0.00655462,0.09941176,-26.42195478
dry,0.09470588,0.00655462,0.10126050,-26.37740045
dry,0.09655462,0.00655462,0.10310924,-26.33299078
dry,0.09840336,0.00655462,0.10495798,-26.28872503
dry,0.10025210,0.00655462,0.10680672,-26.24460248
dry,0.10210084,0.00655462,0.10865546,-26.20062240
dry,0.10394958,0.00655462,0.11050420,-26.15678407
dry,0.10579832,0.00655462,0.11235294,-26.11308676
dry,0.10764706,0.00655462,0.11420168,-26.06952978
dry,0.10949580,0.00655462,0.11605042,-26.02611241
dry,0.11134454,0.00655462,0.11789916,-25.98283394
dry,0.11319328,0.00655462,0.11974790,-25.93969369
dry,0.11504202,0.00655462,0.12159664,-25.89669095
dry,0.11689076,0.00655462,0.12344538,-25.85382503
dry,0.11873950,0.00655462,0.12529412,-25.81109525
dry,0.12058824,0.00655462,0.12714286,-25.76850093
dry,0.12243697,0.00655462,0.12899160,-25.72604139
dry,0.12428571,0.00655462,0.13084034,-25.68371595
dry,0.12613445,0.00655462,0.13268908,-25.64152396
dry,0.12798319,0.00655462,0.13453782,-25.59946473
dry,0.12983193,0.00655462,0.13638655,-25.55753762
dry,0.13168067,0.00655462,0.13823529,-25.51574196
dry,0.13352941,0.00655462,0.14008403,-25.47407711
dry,0.13537815,0.00655462,0.14193277,-25.43254241
dry,0.13722689,0.00655462,0.14378151,-25.39113723
dry,0.13907563,0.00655462,0.14563025,-25.34986091
dry,0.14092437,0.00655462,0.14747899,-25.30871283
dry,0.14277311,0.00655462,0.14932773,-25.26769234
dry,0.14462185,0.00655462,0.15117647,-25.22679883
dry,0.14647059,0.00655462,0.15302521,-25.18603167
dry,0.14831933,0.00655462,0.15487395,-25.14539023
dry,0.15016807,0.00655462,0.15672269,-25.10487389
dry,0.15201681,0.00655462,0.15857143,-25.06448205
dry,0.15386555,0.00655462,0.16042017,-25.02421410
dry,0.15571429,0.00655462,0.16226891,-24.98406942
dry,0.15756303,0.00655462,0.16411765,-24.94404741
dry,0.15941176,0.00655462,0.16596639,-24.90414748
dry,0.16126050,0.00655462,0.16781513,-24.86436902
dry,0.16310924,0.00655462,0.16966387,-24.82471145
dry,0.16495798,0.00655462,0.17151261,-24.78517418
dry,0.16680672,0.00655462,0.17336134,-24.74575662
dry,0.16865546,0.00655462,0.17521008,-24.70645819
dry,0.17050420,0.00655462,0.17705882,-24.66727832
dry,0.17235294,0.00655462,0.17890756,-24.62821642
dry,0.17420168,0.00655462,0.18075630,-24.58927192
dry,0.17605042,0.00655462,0.18260504,-24.55044426
dry,0.17789916,0.00655462,0.18445378,-24.51173287
dry,0.17974790,0.00655462,0.18630252,-24.47313719
dry,0.18159664,0.00655462,0.18815126,-24.43465666
dry,0.18344538,0.00655462,0.19000000,-24.39629073
dry,0.18529412,0.00655462,0.19184874,-24.35803884
dry,0.18714286,0.00655462,0.19369748,-24.31990044
dry,0.18899160,0.00655462,0.19554622,-24.28187499
dry,0.19084034,0.00655462,0.19739496,-24.24396195
dry,0.19268908,0.00655462,0.19924370,-24.20616077
dry,0.19453782,0.00655462,0.20109244,-24.16847092
dry,0.19638655,0.00655462,0.20294118,-24.13089187
dry,0.19823529,0.00655462,0.20478992,-24.09342308
dry,0.20008403,0.00655462,0.20663866,-24.05606403
dry,0.20193277,0.00655462,0.20848739,-24.01881419
dry,0.20378151,0.00655462,0.21033613,-23.98167304
dry,0.20563025,0.00655462,0.21218487,-23.94464006
dry,0.20747899,0.00655462,0.21403361,-23.90771474
dry,0.20932773,0.00655462,0.21588235,-23.87089656
dry,0.21117647,0.00655462,0.21773109,-23.83418501
dry,0.21302521,0.00655462,0.21957983,-23.79757958
dry,0.21487395,0.00655462,0.22142857,-23.76107978
dry,0.21672269,0.00655462,0.22327731,-23.72468510
dry,0.21857143,0.00655462,0.22512605,-23.68839503
dry,0.22042017,0.00655462,0.22697479,-23.65220908
dry,0.22226891,0.00655462,0.22882353,-23.61612677
dry,0.22411765,0.00655462,0.23067227,-23.58014759
dry,0.22596639,0.00655462,0.23252101,-23.54427105
dry,0.22781513,0.00655462,0.23436975,-23.50849669
dry,0.22966387,0.00655462,0.23621849,-23.47282400
dry,0.23151261,0.00655462,0.23806723,-23.43725250
dry,0.23336134,0.00655462,0.23991597,-23.40178173
dry,0.23521008,0.00655462,0.24176471,-23.36641121
