state,phi_total,phi_mc_abs,phi_pore,lambda_basic,lambda_dual,delta_lambda_abs,delta_lambda_pct,alpha_basic,alpha_pore,alpha_mc
dry,0.2478,0.0025,0.2453,3.3020372653874115,2.9007474158941986,-0.4012898494932129,-12.152795902687416,0.5,0.5,0.0001
dry,0.2507,0.0025,0.24819999999999998,3.2846613172614187,2.8860081439460816,-0.3986531733153371,-12.136812134034981,0.5,0.5,0.0001
dry,0.2536,0.0025,0.2511,3.2673357757281685,2.8713064071798557,-0.3960293685483127,-12.12086530837353,0.5,0.5,0.0001
dry,0.2565,0.0025,0.254,3.250060421765551,2.8566420623966358,-0.3934183593689151,-12.104955241268899,0.5,0.5,0.0001
dry,0.25939999999999996,0.0025,0.25689999999999996,3.232835037618522,2.8420149671250243,-0.3908200704934979,-12.089081748550852,0.5,0.5,0.0001
dry,0.2623,0.0025,0.2598,3.215659406789951,2.8274249796165045,-0.3882344271734466,-12.073244646298026,0.5,0.5,0.0001
dry,0.2652,0.0025,0.2627,3.198533314031555,2.812871958840857,-0.385661355190698,-12.057443750823266,0.5,0.5,0.0001
dry,0.2681,0.0025,0.2656,3.1814565453349015,2.798355764481614,-0.3831007808532876,-12.041678878658384,0.5,0.5,0.0001
dry,0.271,0.0025,0.2685,3.164428887922498,2.783876256931556,-0.3805526309909424,-12.025949846538714,0.5,0.5,0.0001
dry,0.2739,0.0025,0.2714,3.147450130238954,2.7694332972882276,-0.3780168329507263,-12.010256471387756,0.5,0.5,0.0001
dry,0.2768,0.0025,0.2743,3.130520061942217,2.7550267473495036,-0.3754933145927133,-11.994598570301196,0.5,0.5,0.0001
dry,0.2797,0.0025,0.2772,3.11363847389489,2.7406564696091755,-0.3729820042857144,-11.978975960531038,0.5,0.5,0.0001
dry,0.28259999999999996,0.0025,0.28009999999999996,3.0968051581556177,2.726322327252582,-0.3704828309030357,-11.963388459469188,0.5,0.5,0.0001
dry,0.2855,0.0025,0.283,3.0800199079705486,2.71202418415226,-0.3679957238182885,-11.94783588463115,0.5,0.5,0.0001
dry,0.2884,0.0025,0.2859,3.063282517764871,2.6977619048636416,-0.3655206129012294,-11.932318053639142,0.5,0.5,0.0001
dry,0.2913,0.0025,0.2888,3.046592783134419,2.683535354620774,-0.363057428513645,-11.91683478420511,0.5,0.5,0.0001
dry,0.2942,0.0025,0.2917,3.029950500837354,2.669344399332076,-0.36060610150527816,-11.901385894113497,0.5,0.5,0.0001
dry,0.2971,0.0025,0.2946,3.0133554687859134,2.6551889055761255,-0.3581665632097879,-11.885971201203617,0.5,0.5,0.0001
dry,0.3,0.0025,0.2975,2.9968074860382266,2.641068740597474,-0.35573874544075235,-11.870590523351845,0.5,0.5,0.0001
