phi_total,phi_mc_abs,delta_lambda_pct
0.0216,0.0036624999999999995,-18.641557026632285
0.0216,0.0037312499999999998,-18.924916168379344
0.0216,0.0037999999999999996,-19.20629582493863
0.0216,0.0038687499999999994,-19.4857166664894
0.0216,0.0039375,-19.763199076419657
0.0216,0.004006249999999999,-20.03876315628283
0.0216,0.004075,-20.312428730652062
0.0216,0.00414375,-20.58421535187448
0.0216,0.004212499999999999,-20.854142304727922
0.0216,0.0042812499999999995,-21.122228610982262
0.0216,0.00435,-21.388493033867928
0.0216,0.004418749999999999,-21.652954082453522
0.0216,0.0044875,-21.915630015934802
0.0216,0.0045562499999999995,-22.17653884783707
0.0216,0.004624999999999999,-22.435698350133137
0.0216,0.00469375,-22.693126057278636
0.0216,0.004762499999999999,-22.94883927016671
0.0216,0.004831249999999999,-23.202855060004094
0.0216,0.0049,-23.455190272109963
0.0216,0.004968749999999999,-23.705861529640003
0.0216,0.005037499999999999,-23.954885237236784
0.0216,0.00510625,-24.20227758460841
0.0216,0.005174999999999999,-24.44805455003722
0.0216,0.00524375,-24.69223190381988
0.0216,0.0053124999999999995,-24.93482521164047
0.0216,0.005381249999999999,-25.175849837878275
0.0216,0.00545,-25.415320948851466
0.0216,0.005518749999999999,-25.653253515998482
0.0216,0.005587499999999999,-25.88966231899789
0.0216,0.00565625,-26.124561948829054
0.0216,0.005724999999999999,-26.357966810773796
0.0216,0.0057937499999999986,-26.589891127361422
0.0216,0.0058625,-26.820348941257546
0.0216,0.005931249999999999,-27.049354118098453
0.0216,0.006,-27.276920349271958
0.0245,0.0005,-3.0312929724580018
0.0245,0.00056875,-3.4337092011477193
0.0245,0.0006375,-3.832781364686499
0.0245,0.00070625,-4.228550974197541
0.0245,0.000775,-4.621058856577926
0.0245,0.00084375,-5.010345168538329
0.0245,0.0009124999999999999,-5.396449410298398
0.0245,0.00098125,-5.7794104389478855
0.0245,0.00105,-6.159266481482452
0.0245,0.00111875,-6.536055147524036
0.0245,0.0011875,-6.909813441733923
0.0245,0.00125625,-7.280577775927908
0.0245,0.0013249999999999998,-7.6483839809011265
0.0245,0.00139375,-8.013267317971271
0.0245,0.0014624999999999998,-8.375262490247394
0.0245,0.0015312499999999998,-8.73440365363261
0.0245,0.0015999999999999999,-9.090724427567014
0.0245,0.0016687499999999999,-9.44425790551905
0.0245,0.0017375,-9.795036665231265
0.0245,0.00180625,-10.143092778727603
0.0245,0.001875,-10.48845782208862
0.0245,0.0019437499999999997,-10.831162885000843
0.0245,0.0020124999999999995,-11.171238580086113
0.0245,0.0020812499999999998,-11.508715052017434
0.0245,0.00215,-11.843621986426145
0.0245,0.00221875,-12.175988618606656
0.0245,0.0022874999999999996,-12.505843742023956
0.0245,0.00235625,-12.833215716628585
0.0245,0.0024249999999999996,-13.158132476984964
0.0245,0.00249375,-13.480621540217353
0.0245,0.0025624999999999997,-13.800710013778238
0.0245,0.00263125,-14.118424603044017
0.0245,0.0026999999999999997,-14.433791618742427
