phi_total,phi_mc_abs,delta_lambda_pct
0.09409999999999999,0.00263125,-13.64920945035567
0.09409999999999999,0.0026999999999999997,-13.955778145970445
0.09409999999999999,0.0027687499999999995,-14.26016309220865
0.09409999999999999,0.0028374999999999997,-14.562387539179975
0.09409999999999999,0.0029062499999999995,-14.862474408106609
0.09409999999999999,0.0029749999999999998,-15.160446297118103
0.09409999999999999,0.0030437499999999996,-15.456325486924284
0.09409999999999999,0.0031125,-15.750133946368814
0.09409999999999999,0.0031812499999999996,-16.041893337866803
0.09409999999999999,0.00325,-16.331625022728986
0.09409999999999999,0.0033187499999999997,-16.619350066375112
0.09409999999999999,0.0033874999999999995,-16.905089243439587
0.09409999999999999,0.0034562499999999997,-17.188863042771743
0.09409999999999999,0.0035249999999999995,-17.470691672333157
0.09409999999999999,0.0035937499999999997,-17.75059506399465
0.09409999999999999,0.0036624999999999995,-18.028592878235433
0.09409999999999999,0.0037312499999999998,-18.304704508746443
0.09409999999999999,0.0037999999999999996,-18.578949086940348
0.09409999999999999,0.0038687499999999994,-18.85134548637049
0.09409999999999999,0.0039375,-19.12191232706055
0.09409999999999999,0.004006249999999999,-19.390667979747505
0.09409999999999999,0.004075,-19.657630570039522
0.09409999999999999,0.00414375,-19.922817982490898
0.09409999999999999,0.004212499999999999,-20.186247864596044
0.09409999999999999,0.0042812499999999995,-20.447937630704406
0.09409999999999999,0.00435,-20.707904465857734
0.09409999999999999,0.004418749999999999,-20.966165329552286
0.09409999999999999,0.0044875,-21.222736959426722
0.09409999999999999,0.0045562499999999995,-21.477635874878274
0.09409999999999999,0.004624999999999999,-21.73087838060806
0.09409999999999999,0.00469375,-21.982480570097923
0.09409999999999999,0.004762499999999999,-22.232458329019412
0.09409999999999999,0.004831249999999999,-22.48082733857752
0.09409999999999999,0.0049,-22.727603078789546
0.09409999999999999,0.004968749999999999,-22.972800831701377
0.09409999999999999,0.005037499999999999,-23.216435684542205
0.09409999999999999,0.00510625,-23.458522532819114
0.09409999999999999,0.005174999999999999,-23.69907608335268
0.09409999999999999,0.00524375,-23.938110857255424
0.09409999999999999,0.0053124999999999995,-24.175641192853764
0.09409999999999999,0.005381249999999999,-24.411681248555013
0.09409999999999999,0.00545,-24.64624500566067
0.09409999999999999,0.005518749999999999,-24.87934627112692
0.09409999999999999,0.005587499999999999,-25.110998680273937
0.09409999999999999,0.00565625,-25.341215699444554
0.09409999999999999,0.005724999999999999,-25.57001062861376
0.09409999999999999,0.0057937499999999986,-25.79739660395002
0.09409999999999999,0.0058625,-26.023386600329435
0.09409999999999999,0.005931249999999999,-26.247993433803664
0.09409999999999999,0.006,-26.471229764022677
0.09699999999999999,0.0005,-2.913641557735416
0.09699999999999999,0.00056875,-3.3009650745050716
0.09699999999999999,0.0006375,-3.6851918842442295
0.09699999999999999,0.00070625,-4.066358977007348
0.09699999999999999,0.000775,-4.444502756058732
0.09699999999999999,0.00084375,-4.819659049462292
0.09699999999999999,0.0009124999999999999,-5.191863121397613
0.09699999999999999,0.00098125,-5.561149683209921
0.09699999999999999,0.00105,-5.9275529042011375
0.09699999999999999,0.00111875,-6.291106422169464
0.09699999999999999,0.0011875,-6.6518433537035335
0.09699999999999999,0.00125625,-7.0097963042386136
0.09699999999999999,0.0013249999999999998,-7.36499737788075
0.09699999999999999,0.00139375,-7.717478187005098
0.09699999999999999,0.0014624999999999998,-8.067269861634736
0.09699999999999999,0.0015312499999999998,-8.414403058605568
0.09699999999999999,0.0015999999999999999,-8.75890797052302
0.09699999999999999,0.0016687499999999999,-9.100814334516036
0.09699999999999999,0.0017375,-9.440151440793958
0.09699999999999999,0.00180625,-9.776948141010825
0.09699999999999999,0.001875,-10.111232856442893
0.09699999999999999,0.0019437499999999997,-10.443033585983697
0.09699999999999999,0.0020124999999999995,-10.772377913961462
0.09699999999999999,0.0020812499999999998,-11.099293017783728
0.09699999999999999,0.00215,-11.423805675413272
0.09699999999999999,0.00221875,-11.745942272679953
0.09699999999999999,0.0022874999999999996,-12.065728810432308
0.09699999999999999,0.00235625,-12.383190911533566
0.09699999999999999,0.0024249999999999996,-12.698353827705224
0.09699999999999999,0.00249375,-13.011242446222882
0.09699999999999999,0.0025624999999999997,-13.32188129646723
0.09699999999999999,0.00263125,-13.630294556334714
0.09699999999999999,0.0026999999999999997,-13.936506058510334
0.09699999999999999,0.0027687499999999995,-14.24053929660718
0.09699999999999999,0.0028374999999999997,-14.542417431174856
0.09699999999999999,0.0029062499999999995,-14.842163295581027
0.09699999999999999,0.0029749999999999998,-15.139799401768425
0.09699999999999999,0.0030437499999999996,-15.435347945891053
0.09699999999999999,0.0031125,-15.728830813831838
0.09699999999999999,0.0031812499999999996,-16.02026958660541
0.09699999999999999,0.00325,-16.309685545647955
0.09699999999999999,0.0033187499999999997,-16.597099677997672
0.09699999999999999,0.0033874999999999995,-16.88253268136788
0.09699999999999999,0.0034562499999999997,-17.166004969115615
0.09699999999999999,0.0035249999999999995,-17.447536675108207
0.09699999999999999,0.0035937499999999997,-17.727147658490406
0.09699999999999999,0.0036624999999999995,-18.004857508353904
0.09699999999999999,0.0037312499999999998,-18.28068554831227
0.09699999999999999,0.0037999999999999996,-18.554650840983133
0.09699999999999999,0.0038687499999999994,-18.826772192379682
0.09699999999999999,0.0039375,-19.09706815621396
0.09699999999999999,0.004006249999999999,-19.365557038113895
0.09699999999999999,0.004075,-19.63225689975577
0.09699999999999999,0.00414375,-19.897185562914682
0.09699999999999999,0.004212499999999999,-20.160360613434364
0.09699999999999999,0.0042812499999999995,-20.4217994051185
0.09699999999999999,0.00435,-20.681519063545228
0.09699999999999999,0.004418749999999999,-20.93953648980678
0.09699999999999999,0.0044875,-21.19586836417559
0.09699999999999999,0.0045562499999999995,-21.450531149699042
0.09699999999999999,0.004624999999999999,-21.70354109572407
0.09699999999999999,0.00469375,-21.954914241353453
0.09699999999999999,0.004762499999999999,-22.20466641883504
0.09699999999999999,0.004831249999999999,-22.452813256885996
0.09699999999999999,0.0049,-22.699370183952656
0.09699999999999999,0.004968749999999999,-22.944352431408422
0.09699999999999999,0.005037499999999999,-23.187775036690233
0.09699999999999999,0.00510625,-23.429652846375475
0.09699999999999999,0.005174999999999999,-23.67000051920041
0.09699999999999999,0.00524375,-23.908832529021673
0.09699999999999999,0.0053124999999999995,-24.146163167721557
0.09699999999999999,0.005381249999999999,-24.382006548059245
0.09699999999999999,0.00545,-24.61637660646801
0.09699999999999999,0.005518749999999999,-24.84928710580055
0.09699999999999999,0.005587499999999999,-25.08075163802302
0.09699999999999999,0.00565625,-25.31078362685916
0.09699999999999999,0.005724999999999999,-25.539396330385358
0.09699999999999999,0.0057937499999999986,-25.766602843577836
0.09699999999999999,0.0058625,-25.992416100813145
0.09699999999999999,0.005931249999999999,-26.21684887832254
0.09699999999999999,0.006,-26.439913796601758
0.09989999999999999,0.0005,-2.909115877650719
0.09989999999999999,0.00056875,-3.295857952242104
0.09989999999999999,0.0006375,-3.6795126471249997
0.09989999999999999,0.00070625,-4.060116785359938
0.09989999999999999,0.000775,-4.437706606743241
0.09989999999999999,0.00084375,-4.81231777931002
0.09989999999999999,0.0009124999999999999,-5.183985410565611
0.09989999999999999,0.00098125,-5.552744058453783
0.09989999999999999,0.00105,-5.918627742067835
0.09989999999999999,0.00111875,-6.281669952112811
0.09989999999999999,0.0011875,-6.641903661124235
0.09989999999999999,0.00125625,-6.999361333451101
0.09989999999999999,0.0013249999999999998,-7.354074935008713
0.09989999999999999,0.00139375,-7.706075942807876
0.09989999999999999,0.0014624999999999998,-8.055395354266208
0.09989999999999999,0.0015312499999999998,-8.402063696307566
0.09989999999999999,0.0015999999999999999,-8.746111034254973
0.09989999999999999,0.0016687499999999999,-9.087566980522716
0.09989999999999999,0.0017375,-9.426460703112689
0.09989999999999999,0.00180625,-9.762820933920139
0.09989999999999999,0.001875,-10.096675976854
0.09989999999999999,0.0019437499999999997,-10.428053715776313
0.09989999999999999,0.0020124999999999995,-10.756981622265563
0.09989999999999999,0.0020812499999999998,-11.083486763208597
0.09989999999999999,0.00215,-11.407595808225237
0.09989999999999999,0.00221875,-11.72933503693015
0.09989999999999999,0.0022874999999999996,-12.048730346035981
0.09989999999999999,0.00235625,-12.3658072563018
0.09989999999999999,0.0024249999999999996,-12.680590919330639
0.09989999999999999,0.00249375,-12.993106124220477
0.09989999999999999,0.0025624999999999997,-13.303377304071379
0.09989999999999999,0.00263125,-13.611428542353542
0.09989999999999999,0.0026999999999999997,-13.917283579138658
0.09989999999999999,0.0027687499999999995,-14.220965817198863
0.09989999999999999,0.0028374999999999997,-14.5224983279758
0.09989999999999999,0.0029062499999999995,-14.821903857423788
0.09989999999999999,0.0029749999999999998,-15.119204831729233
0.09989999999999999,0.0030437499999999996,-15.414423362910485
0.09989999999999999,0.0031125,-15.70758125429982
0.09989999999999999,0.0031812499999999996,-15.998700005911605
0.09989999999999999,0.00325,-16.28780081969819
0.09989999999999999,0.0033187499999999997,-16.574904604697657
0.09989999999999999,0.0033874999999999995,-16.860031982074407
0.09989999999999999,0.0034562499999999997,-17.143203290056753
0.09989999999999999,0.0035249999999999995,-17.424438588772812
0.09989999999999999,0.0035937499999999997,-17.703757664987606
0.09989999999999999,0.0036624999999999995,-17.981180036743776
0.09989999999999999,0.0037312499999999998,-18.25672495790804
0.09989999999999999,0.0037999999999999996,-18.530411422625566
0.09989999999999999,0.0038687499999999994,-18.802258169684592
0.09989999999999999,0.0039375,-19.072283686793412
0.09989999999999999,0.004006249999999999,-19.340506214771437
0.09989999999999999,0.004075,-19.606943751656942
0.09989999999999999,0.00414375,-19.871614056732636
0.09989999999999999,0.004212499999999999,-20.134534654471864
0.09989999999999999,0.0042812499999999995,-20.395722838406382
0.09989999999999999,0.00435,-20.655195674918268
0.09989999999999999,0.004418749999999999,-20.91297000695707
0.09989999999999999,0.0044875,-21.169062457684504
0.09989999999999999,0.0045562499999999995,-21.42348943404771
0.09989999999999999,0.004624999999999999,-21.676267130283335
0.09989999999999999,0.00469375,-21.92741153135345
0.09989999999999999,0.004762499999999999,-22.1769384163152
0.09989999999999999,0.004831249999999999,-22.4248633616256
0.09989999999999999,0.0049,-22.671201744382625
0.09989999999999999,0.004968749999999999,-22.915968745504745
0.09989999999999999,0.005037499999999999,-23.1591793528493
0.09989999999999999,0.00510625,-23.400848364271916
0.09989999999999999,0.005174999999999999,-23.640990390627735
0.09989999999999999,0.00524375,-23.87961985871616
0.09989999999999999,0.0053124999999999995,-24.116751014169793
0.09989999999999999,0.005381249999999999,-24.352397924289555
0.09989999999999999,0.00545,-24.58657448082624
0.09989999999999999,0.005518749999999999,-24.81929440271068
0.09989999999999999,0.005587499999999999,-25.050571238732676
0.09989999999999999,0.00565625,-25.280418370170576
0.09989999999999999,0.005724999999999999,-25.508849013371933
0.09989999999999999,0.0057937499999999986,-25.735876222286972
0.09989999999999999,0.0058625,-25.961512890955156
0.09989999999999999,0.005931249999999999,-26.185771755946327
0.09989999999999999,0.006,-26.40866539875736
0.10279999999999999,0.0005,-2.904603460591743
0.10279999999999999,0.00056875,-3.2907657324084676
0.10279999999999999,0.0006375,-3.673849910587264
0.10279999999999999,0.00070625,-4.053892652188576
0.10279999999999999,0.000775,-4.430930034508354
0.10279999999999999,0.00084375,-4.804997566494906
0.10279999999999999,0.0009124999999999999,-5.17613019989668
0.10279999999999999,0.00098125,-5.5443623401491875
0.10279999999999999,0.00105,-5.909727857007109
0.10279999999999999,0.00111875,-6.2722600949295275
0.10279999999999999,0.0011875,-6.6319918832242095
0.10279999999999999,0.00125625,-6.988955545957795
0.10279999999999999,0.0013249999999999998,-7.343182911638028
0.10279999999999999,0.00139375,-7.694705322674448
0.10279999999999999,0.0014624999999999998,-8.043553644622639
0.10279999999999999,0.0015312499999999998,-8.389758275218933
0.10279999999999999,0.0015999999999999999,-8.733349153210014
0.10279999999999999,0.0016687499999999999,-9.074355766983489
0.10279999999999999,0.0017375,-9.412807163004496
0.10279999999999999,0.00180625,-9.748731954063201
0.10279999999999999,0.001875,-10.082158327338417
0.10279999999999999,0.0019437499999999997,-10.413114052281923
0.10279999999999999,0.0020124999999999995,-10.741626488328153
0.10279999999999999,0.0020812499999999998,-11.067722592433773
0.10279999999999999,0.00215,-11.391428926451516
0.10279999999999999,0.00221875,-11.712771664342434
0.10279999999999999,0.0022874999999999996,-12.031776599230863
0.10279999999999999,0.00235625,-12.348469150305775
0.10279999999999999,0.0024249999999999996,-12.662874369572819
0.10279999999999999,0.00249375,-12.97501694846042
0.10279999999999999,0.0025624999999999997,-13.284921224283785
0.10279999999999999,0.00263125,-13.592611186570487
0.10279999999999999,0.0026999999999999997,-13.89811048325074
0.10279999999999999,0.0027687499999999995,-14.201442426716081
0.10279999999999999,0.0028374999999999997,-14.50262999974949
0.10279999999999999,0.0029062499999999995,-14.801695861330181
0.10279999999999999,0.0029749999999999998,-15.098662352316122
0.10279999999999999,0.0030437499999999996,-15.39355150100752
0.10279999999999999,0.0031125,-15.686385028593543
0.10279999999999999,0.0031812499999999996,-15.97718435448595
0.10279999999999999,0.00325,-16.265970601541706
0.10279999999999999,0.0033187499999999997,-16.55276460117764
0.10279999999999999,0.0033874999999999995,-16.837586898379406
0.10279999999999999,0.0034562499999999997,-17.120457756607912
0.10279999999999999,0.0035249999999999995,-17.401397162604678
0.10279999999999999,0.0035937499999999997,-17.6804248310996
0.10279999999999999,0.0036624999999999995,-17.95756020942255
0.10279999999999999,0.0037312499999999998,-18.232822482021852
0.10279999999999999,0.0037999999999999996,-18.506230574891013
0.10279999999999999,0.0038687499999999994,-18.777803159906735
0.10279999999999999,0.0039375,-19.047558659079446
0.10279999999999999,0.004006249999999999,-19.315515248719116
0.10279999999999999,0.004075,-19.581690863517846
0.10279999999999999,0.00414375,-19.84610320055135
0.10279999999999999,0.004212499999999999,-20.108769723201146
0.10279999999999999,0.0042812499999999995,-20.369707664999453
0.10279999999999999,0.00435,-20.628934033398174
0.10279999999999999,0.004418749999999999,-20.886465613464253
0.10279999999999999,0.0044875,-21.14231897150259
0.10279999999999999,0.0045562499999999995,-21.39651045860834
0.10279999999999999,0.004624999999999999,-21.64905621415034
0.10279999999999999,0.00469375,-21.89997216918712
0.10279999999999999,0.004762499999999999,-22.14927404981675
0.10279999999999999,0.004831249999999999,-22.396977380462562
0.10279999999999999,0.0049,-22.643097487095652
0.10279999999999999,0.004968749999999999,-22.887649500395764
0.10279999999999999,0.005037499999999999,-23.130648358852223
0.10279999999999999,0.00510625,-23.372108811805713
0.10279999999999999,0.005174999999999999,-23.612045422432427
0.10279999999999999,0.00524375,-23.850472570672146
0.10279999999999999,0.0053124999999999995,-24.087404456101073
0.10279999999999999,0.005381249999999999,-24.322855100750807
0.10279999999999999,0.00545,-24.556838351874514
0.10279999999999999,0.005518749999999999,-24.789367884661782
0.10279999999999999,0.005587499999999999,-25.020457204902748
0.10279999999999999,0.00565625,-25.250119651603203
0.10279999999999999,0.005724999999999999,-25.478368399550934
0.10279999999999999,0.0057937499999999986,-25.705216461835388
0.10279999999999999,0.0058625,-25.930676692320596
0.10279999999999999,0.005931249999999999,-26.15476178807324
0.10279999999999999,0.006,-26.377484291745994
0.10569999999999999,0.0005,-2.900104241029396
0.10569999999999999,0.00056875,-3.285688341599855
0.10569999999999999,0.0006375,-3.668203593600862
0.10569999999999999,0.00070625,-4.047686489079211
0.10569999999999999,0.000775,-4.424172943790827
0.10569999999999999,0.00084375,-4.7976983085322455
0.10569999999999999,0.0009124999999999999,-5.168297380205577
0.10569999999999999,0.00098125,-5.536004412624835
0.10569999999999999,0.00105,-5.900853127069581
0.10569999999999999,0.00111875,-6.262876722594178
0.10569999999999999,0.0011875,-6.622107886097897
0.10569999999999999,0.00125625,-6.978578802163183
0.10569999999999999,0.0013249999999999998,-7.332321162667886
0.10569999999999999,0.00139375,-7.6833661761778345
0.10569999999999999,0.0014624999999999998,-8.031744577124869
0.10569999999999999,0.0015312499999999998,-8.377486634777185
0.10569999999999999,0.0015999999999999999,-8.72062216200613
0.10569999999999999,0.0016687499999999999,-9.061180523856036
0.10569999999999999,0.0017375,-9.399190645921198
0.10569999999999999,0.00180625,-9.734681022535929
0.10569999999999999,0.001875,-10.067679724781792
0.10569999999999999,0.0019437499999999997,-10.398214408317324
0.10569999999999999,0.0020124999999999995,-10.726312321034433
0.10569999999999999,0.0020812499999999998,-11.052000310546205
0.10569999999999999,0.00215,-11.375304831510226
0.10569999999999999,0.00221875,-11.696251952791771
0.10569999999999999,0.0022874999999999996,-12.014867364470813
0.10569999999999999,0.00235625,-12.331176384696896
0.10569999999999999,0.0024249999999999996,-12.645203966395758
0.10569999999999999,0.00249375,-12.95697470383116
0.10569999999999999,0.0025624999999999997,-13.266512839025932
0.10569999999999999,0.00263125,-13.573842268045542
0.10569999999999999,0.0026999999999999997,-13.878986547147495
0.10569999999999999,0.0027687499999999995,-14.181968898800198
0.10569999999999999,0.0028374999999999997,-14.482812217574274
0.10569999999999999,0.0029062499999999995,-14.781539075909478
0.10569999999999999,0.0029749999999999998,-15.078171729760484
0.10569999999999999,0.0030437499999999996,-15.372732124124187
0.10569999999999999,0.0031125,-15.66524189845163
0.10569999999999999,0.0031812499999999996,-15.955722391947349
0.10569999999999999,0.00325,-16.244194648758715
0.10569999999999999,0.0033187499999999997,-16.53067942305806
0.10569999999999999,0.0033874999999999995,-16.815197184020153
0.10569999999999999,0.0034562499999999997,-17.09776812069747
0.10569999999999999,0.0035249999999999995,-17.378412146795657
0.10569999999999999,0.0035937499999999997,-17.657148905351786
0.10569999999999999,0.0036624999999999995,-17.933997773317433
0.10569999999999999,0.0037312499999999998,-18.20897786604897
0.10569999999999999,0.0037999999999999996,-18.482108041707175
0.10569999999999999,0.0038687499999999994,-18.75340690556863
0.10569999999999999,0.0039375,-19.022892814250202
0.10569999999999999,0.004006249999999999,-19.29058387984956
0.10569999999999999,0.004075,-19.55649797400299
0.10569999999999999,0.00414375,-19.820652731862737
0.10569999999999999,0.004212499999999999,-20.083065555995663
0.10569999999999999,0.0042812499999999995,-20.3437536202051
0.10569999999999999,0.00435,-20.602733873277362
0.10569999999999999,0.004418749999999999,-20.860023042655214
0.10569999999999999,0.0044875,-21.1156376380393
0.10569999999999999,0.0045562499999999995,-21.36959395491962
0.10569999999999999,0.004624999999999999,-21.621908078038484
0.10569999999999999,0.00469375,-21.87259588478656
0.10569999999999999,0.004762499999999999,-22.121673048533317
0.10569999999999999,0.004831249999999999,-22.36915504189366
0.10569999999999999,0.0049,-22.61505713993177
0.10569999999999999,0.004968749999999999,-22.85939442330415
0.10569999999999999,0.005037499999999999,-23.102181781342367
0.10569999999999999,0.00510625,-23.343433915077803
0.10569999999999999,0.005174999999999999,-23.583165340208833
0.10569999999999999,0.00524375,-23.8213903900123
0.10569999999999999,0.0053124999999999995,-24.05812321820017
0.10569999999999999,0.005381249999999999,-24.293377801722702
0.10569999999999999,0.00545,-24.52716794351925
0.10569999999999999,0.005518749999999999,-24.759507275217956
0.10569999999999999,0.005587499999999999,-24.990409259785103
0.10569999999999999,0.00565625,-25.219887194125743
0.10569999999999999,0.005724999999999999,-25.44795421163614
0.10569999999999999,0.0057937499999999986,-25.67462328470943
0.10569999999999999,0.0058625,-25.899907227195097
0.10569999999999999,0.005931249999999999,-26.12381869681388
0.10569999999999999,0.006,-26.346370197528312
0.10859999999999999,0.0005,-2.8956181537678467
0.10859999999999999,0.00056875,-3.2806257067826685
0.10859999999999999,0.0006375,-3.662573615542034
0.10859999999999999,0.00070625,-4.04149820805806
0.10859999999999999,0.000775,-4.417435239499869
0.10859999999999999,0.00084375,-4.790419903440375
0.10859999999999999,0.0009124999999999999,-5.160486842839268
0.10859999999999999,0.00098125,-5.527670160769157
0.10859999999999999,0.00105,-5.892003430891846
0.10859999999999999,0.00111875,-6.253519707692018
0.10859999999999999,0.0011875,-6.612251536473845
0.10859999999999999,0.00125625,-6.968230963128035
0.10859999999999999,0.0013249999999999998,-7.3214895436746374
0.10859999999999999,0.00139375,-7.672058353587958
0.10859999999999999,0.0014624999999999998,-8.019967996909172
0.10859999999999999,0.0015312499999999998,-8.36524861515264
0.10859999999999999,0.0015999999999999999,-8.70792989601063
0.10859999999999999,0.0016687499999999999,-9.048041081862621
0.10859999999999999,0.0017375,-9.385610978093595
0.10859999999999999,0.00180625,-9.720667961226674
0.10859999999999999,0.001875,-10.053239986874702
0.10859999999999999,0.0019437499999999997,-10.383354597515837
0.10859999999999999,0.0020124999999999995,-10.711038930096896
0.10859999999999999,0.0020812499999999998,-11.036319723470031
0.10859999999999999,0.00215,-11.359223325665864
0.10859999999999999,0.00221875,-11.679775701007893
0.10859999999999999,0.0022874999999999996,-11.998002437072195
0.10859999999999999,0.00235625,-12.31392875149598
0.10859999999999999,0.0024249999999999996,-12.627579498639166
0.10859999999999999,0.00249375,-12.938979176102464
0.10859999999999999,0.0025624999999999997,-13.248151931105626
0.10859999999999999,0.00263125,-13.555121566729373
0.10859999999999999,0.0026999999999999997,-13.859911548024307
0.10859999999999999,0.0027687499999999995,-14.162545007990241
0.10859999999999999,0.0028374999999999997,-14.463044753428953
0.10859999999999999,0.0029062499999999995,-14.761433270673626
0.10859999999999999,0.0029749999999999998,-15.057732731197996
0.10859999999999999,0.0030437499999999996,-15.351964997108025
0.10859999999999999,0.0031125,-15.644151626519053
0.10859999999999999,0.0031812499999999996,-15.934313878821271
0.10859999999999999,0.00325,-16.222472719835892
0.10859999999999999,0.0033187499999999997,-16.50864882686534
0.10859999999999999,0.0033874999999999995,-16.792862593638837
0.10859999999999999,0.0034562499999999997,-17.075134135157516
0.10859999999999999,0.0035249999999999995,-17.35548329243957
0.10859999999999999,0.0035937499999999997,-17.63392963716968
0.10859999999999999,0.0036624999999999995,-17.910492476253314
0.10859999999999999,0.0037312499999999998,-18.185190856279608
0.10859999999999999,0.0037999999999999996,-18.45804356789364
0.10859999999999999,0.0038687499999999994,-18.729069150081482
0.10859999999999999,0.0039375,-18.99828589436886
0.10859999999999999,0.004006249999999999,-19.26571184893666
0.10859999999999999,0.004075,-19.531364822653924
0.10859999999999999,0.00414375,-19.795262389031468
0.10859999999999999,0.004212499999999999,-20.057421890096958
0.10859999999999999,0.0042812499999999995,-20.31786044019403
0.10859999999999999,0.00435,-20.57659492970644
0.10859999999999999,0.004418749999999999,-20.83364202870977
0.10859999999999999,0.0044875,-21.089018190551585
0.10859999999999999,0.0045562499999999995,-21.342739655362145
0.10859999999999999,0.004624999999999999,-21.59482245349714
0.10859999999999999,0.00469375,-21.845282408913864
0.10859999999999999,0.004762499999999999,-22.09413514248229
0.10859999999999999,0.004831249999999999,-22.341396075232904
0.10859999999999999,0.0049,-22.587080431542056
0.10859999999999999,0.004968749999999999,-22.83120324225683
0.10859999999999999,0.005037499999999999,-23.073779347760453
0.10859999999999999,0.00510625,-23.31482340097961
0.10859999999999999,0.005174999999999999,-23.55434987033479
0.10859999999999999,0.00524375,-23.79237304263551
0.10859999999999999,0.0053124999999999995,-24.028907025920734
0.10859999999999999,0.005381249999999999,-24.2639657522464
0.10859999999999999,0.00545,-24.497562980420927
0.10859999999999999,0.005518749999999999,-24.72971229868974
0.10859999999999999,0.005587499999999999,-24.96042712737022
0.10859999999999999,0.00565625,-25.189720721437837
0.10859999999999999,0.005724999999999999,-25.41760617306446
0.10859999999999999,0.0057937499999999986,-25.644096414110564
0.10859999999999999,0.0058625,-25.869204218571213
0.10859999999999999,0.005931249999999999,-26.092942204977792
0.10859999999999999,0.006,-26.31532283875577
0.11149999999999999,0.0005,-2.891145133940957
0.11149999999999999,0.00056875,-3.275577755290101
0.11149999999999999,0.0006375,-3.6569598961889906
0.11149999999999999,0.00070625,-4.0353277215868735
0.11149999999999999,0.000775,-4.410716827012145
0.11149999999999999,0.00084375,-4.783162249735476
0.11149999999999999,0.0009124999999999999,-5.152698479671205
0.11149999999999999,0.00098125,-5.519359470024383
0.11149999999999999,0.00105,-5.8831786476901335
0.11149999999999999,0.00111875,-6.244188923412377
0.11149999999999999,0.0011875,-6.602422701707871
0.11149999999999999,0.00125625,-6.957911890562276
0.11149999999999999,0.0013249999999999998,-7.310687910904373
0.11149999999999999,0.00139375,-7.660781705863984
0.11149999999999999,0.0014624999999999998,-8.008223749819386
0.11149999999999999,0.0015312499999999998,-8.353044057240467
0.11149999999999999,0.0015999999999999999,-8.695272191331727
0.11149999999999999,0.0016687499999999999,-9.034937272481677
0.11149999999999999,0.0017375,-9.372067986522753
0.11149999999999999,0.00180625,-9.706692592807235
0.11149999999999999,0.001875,-10.038838932103538
0.11149999999999999,0.0019437499999999997,-10.368534434317981
0.11149999999999999,0.0020124999999999995,-10.695806126045857
0.11149999999999999,0.0020812499999999998,-11.020680637957035
0.11149999999999999,0.00215,-11.343184212019466
0.11149999999999999,0.00221875,-11.663342708565388
0.11149999999999999,0.0022874999999999996,-11.981181613203711
0.11149999999999999,0.00235625,-12.296726043582964
0.11149999999999999,0.0024249999999999996,-12.610000756008034
0.11149999999999999,0.00249375,-12.921030151914861
0.11149999999999999,0.0025624999999999997,-13.229838284206252
0.11149999999999999,0.00263125,-13.53644886345252
0.11149999999999999,0.0026999999999999997,-13.840885263960166
0.11149999999999999,0.0027687499999999995,-14.143170529712
0.11149999999999999,0.0028374999999999997,-14.443327380181685
0.11149999999999999,0.0029062499999999995,-14.741378216025936
0.11149999999999999,0.0029749999999999998,-15.037345124657323
0.11149999999999999,0.0030437499999999996,-15.331249885700654
0.11149999999999999,0.0031125,-15.623113976335482
0.11149999999999999,0.0031812499999999996,-15.91295857652808
0.11149999999999999,0.00325,-16.200804574154738
0.11149999999999999,0.0033187499999999997,-16.486672570019913
0.11149999999999999,0.0033874999999999995,-16.77058288277083
0.11149999999999999,0.0034562499999999997,-17.052555553711837
0.11149999999999999,0.0035249999999999995,-17.33261035152026
0.11149999999999999,0.0035937499999999997,-17.610766776866544
0.11149999999999999,0.0036624999999999995,-17.887044066940557
0.11149999999999999,0.0037312499999999998,-18.161461199886766
0.11149999999999999,0.0037999999999999996,-18.43403689914971
0.11149999999999999,0.0038687499999999994,-18.704789637732777
0.11149999999999999,0.0039375,-18.97373764237131
0.11149999999999999,0.004006249999999999,-19.24089889762305
0.11149999999999999,0.004075,-19.506291149876862
0.11149999999999999,0.00414375,-19.76993191128242
0.11149999999999999,0.004212499999999999,-20.03183846360216
0.11149999999999999,0.0042812499999999995,-20.292027861987652
0.11149999999999999,0.00435,-20.55051693868161
0.11149999999999999,0.004418749999999999,-20.80732230664803
0.11149999999999999,0.0044875,-21.06246036313112
0.11149999999999999,0.0045562499999999995,-21.31594729314555
0.11149999999999999,0.004624999999999999,-21.567799072898886
0.11149999999999999,0.00469375,-21.818031473148213
0.11149999999999999,0.004762499999999999,-22.066660062491945
0.11149999999999999,0.004831249999999999,-22.313700210598906
0.11149999999999999,0.0049,-22.55916709137536
0.11149999999999999,0.004968749999999999,-22.80307568607197
0.11149999999999999,0.005037499999999999,-23.04544078633168
0.11149999999999999,0.00510625,-23.286276997179936
0.11149999999999999,0.005174999999999999,-23.525598739958447
0.11149999999999999,0.00524375,-23.763420255203812
0.11149999999999999,0.0053124999999999995,-23.99975560547228
0.11149999999999999,0.005381249999999999,-24.23461867811148
0.11149999999999999,0.00545,-24.46802318798077
0.11149999999999999,0.005518749999999999,-24.69998268012087
0.11149999999999999,0.005587499999999999,-24.930510532374175
0.11149999999999999,0.00565625,-25.159619957956668
0.11149999999999999,0.005724999999999999,-25.387324007982425
0.11149999999999999,0.0057937499999999986,-25.613635573941995
0.11149999999999999,0.0058625,-25.83856739013528
0.11149999999999999,0.005931249999999999,-26.06213203606007
0.11149999999999999,0.006,-26.284341938757212
0.11439999999999999,0.0005,-2.886685117008728
