state,phi_total,alpha_pore,phi_mc_abs,delta_lambda_pct
dry,0.18,0.19375000000000003,0.0013249999999999998,-0.6942235526295355
dry,0.18,0.19375000000000003,0.00139375,-0.9377403849032249
dry,0.18,0.19375000000000003,0.0014624999999999998,-1.180055644050643
dry,0.18,0.19375000000000003,0.0015312499999999998,-1.4211782014796968
dry,0.18,0.19375000000000003,0.0015999999999999999,-1.6611168414805932
dry,0.18,0.19375000000000003,0.0016687499999999999,-1.8998802622926627
dry,0.18,0.19375000000000003,0.0017375,-2.1374770771555034
dry,0.18,0.19375000000000003,0.00180625,-2.3739158153447333
dry,0.18,0.19375000000000003,0.001875,-2.609204923192423
dry,0.18,0.19375000000000003,0.0019437499999999997,-2.843352765093247
dry,0.18,0.19375000000000003,0.0020124999999999995,-3.076367624495299
dry,0.18,0.19375000000000003,0.0020812499999999998,-3.308257704877302
dry,0.18,0.19375000000000003,0.00215,-3.5390311307109776
dry,0.18,0.19375000000000003,0.00221875,-3.7686959484101252
dry,0.18,0.19375000000000003,0.0022874999999999996,-3.99726012726573
dry,0.18,0.19375000000000003,0.00235625,-4.224731560367781
dry,0.18,0.19375000000000003,0.0024249999999999996,-4.451118065513867
dry,0.18,0.19375000000000003,0.00249375,-4.676427386104894
dry,0.18,0.19375000000000003,0.0025624999999999997,-4.900667192027781
dry,0.18,0.19375000000000003,0.00263125,-5.123845080525952
dry,0.18,0.19375000000000003,0.0026999999999999997,-5.345968577057365
dry,0.18,0.19375000000000003,0.0027687499999999995,-5.567045136140177
dry,0.18,0.19375000000000003,0.0028374999999999997,-5.787082142186951
dry,0.18,0.19375000000000003,0.0029062499999999995,-6.00608691032659
dry,0.18,0.19375000000000003,0.0029749999999999998,-6.224066687215205
dry,0.18,0.19375000000000003,0.0030437499999999996,-6.441028651835314
dry,0.18,0.19375000000000003,0.0031125,-6.656979916283942
dry,0.18,0.19375000000000003,0.0031812499999999996,-6.8719275265498885
dry,0.18,0.19375000000000003,0.00325,-7.0858784632799106
dry,0.18,0.19375000000000003,0.0033187499999999997,-7.29883964253453
dry,0.18,0.19375000000000003,0.0033874999999999995,-7.510817916533216
dry,0.18,0.19375000000000003,0.0034562499999999997,-7.721820074389308
dry,0.18,0.19375000000000003,0.0035249999999999995,-7.931852842834862
dry,0.18,0.19375000000000003,0.0035937499999999997,-8.140922886935476
dry,0.18,0.19375000000000003,0.0036624999999999995,-8.349036810795292
dry,0.18,0.19375000000000003,0.0037312499999999998,-8.55620115825245
dry,0.18,0.19375000000000003,0.0037999999999999996,-8.762422413564906
dry,0.18,0.19375000000000003,0.0038687499999999994,-8.967707002086978
dry,0.18,0.19375000000000003,0.0039375,-9.172061290936798
dry,0.18,0.19375000000000003,0.004006249999999999,-9.37549158965436
dry,0.18,0.19375000000000003,0.004075,-9.578004150851195
dry,0.18,0.19375000000000003,0.00414375,-9.77960517085077
dry,0.18,0.19375000000000003,0.004212499999999999,-9.98030079032052
dry,0.18,0.19375000000000003,0.0042812499999999995,-10.180097094895443
dry,0.18,0.19375000000000003,0.00435,-10.379000115793007
dry,0.18,0.19375000000000003,0.004418749999999999,-10.577015830420258
dry,0.18,0.19375000000000003,0.0044875,-10.774150162972468
dry,0.18,0.19375000000000003,0.0045562499999999995,-10.970408985024015
dry,0.18,0.19375000000000003,0.004624999999999999,-11.165798116111226
dry,0.18,0.19375000000000003,0.00469375,-11.360323324307858
dry,0.18,0.19375000000000003,0.004762499999999999,-11.553990326792322
dry,0.18,0.19375000000000003,0.004831249999999999,-11.746804790408138
dry,0.18,0.19375000000000003,0.0049,-11.93877233221653
dry,0.18,0.19375000000000003,0.004968749999999999,-12.129898520041746
dry,0.18,0.19375000000000003,0.005037499999999999,-12.320188873009707
dry,0.18,0.19375000000000003,0.00510625,-12.509648862078958
dry,0.18,0.19375000000000003,0.005174999999999999,-12.698283910565099
dry,0.18,0.19375000000000003,0.00524375,-12.886099394658302
dry,0.18,0.19375000000000003,0.0053124999999999995,-13.073100643934023
dry,0.18,0.19375000000000003,0.005381249999999999,-13.25929294185715
dry,0.18,0.19375000000000003,0.00545,-13.444681526279643
dry,0.18,0.19375000000000003,0.005518749999999999,-13.629271589931594
dry,0.18,0.19375000000000003,0.005587499999999999,-13.81306828090614
dry,0.18,0.19375000000000003,0.00565625,-13.996076703138083
dry,0.18,0.19375000000000003,0.005724999999999999,-14.178301916876281
dry,0.18,0.19375000000000003,0.0057937499999999986,-14.359748939150105
dry,0.18,0.19375000000000003,0.0058625,-14.540422744229833
dry,0.18,0.19375000000000003,0.005931249999999999,-14.72032826408122
dry,0.18,0.19375000000000003,0.006,-14.899470388814338
dry,0.18,0.19687500000000002,0.0005,2.553819060368476
dry,0.18,0.19687500000000002,0.00056875,2.293904765983025
dry,0.18,0.19687500000000002,0.0006375,2.0353154891718694
dry,0.18,0.19687500000000002,0.00070625,1.7780411234814746
dry,0.18,0.19687500000000002,0.000775,1.522071664979006
dry,0.18,0.19687500000000002,0.00084375,1.267397210955851
dry,0.18,0.19687500000000002,0.0009124999999999999,1.0140079586503288
dry,0.18,0.19687500000000002,0.00098125,0.7618942039900255
dry,0.18,0.19687500000000002,0.00105,0.5110463403530487
dry,0.18,0.19687500000000002,0.00111875,0.2614548573476146
dry,0.18,0.19687500000000002,0.0011875,0.0131103396103751
dry,0.18,0.19687500000000002,0.00125625,-0.23399653437779047
dry,0.18,0.19687500000000002,0.0013249999999999998,-0.4798749934578012
dry,0.18,0.19687500000000002,0.00139375,-0.7245341749416108
dry,0.18,0.19687500000000002,0.0014624999999999998,-0.9679831257438299
dry,0.18,0.19687500000000002,0.0015312499999999998,-1.210230803497026
dry,0.18,0.19687500000000002,0.0015999999999999999,-1.4512860776503822
dry,0.18,0.19687500000000002,0.0016687499999999999,-1.691157730552111
dry,0.18,0.19687500000000002,0.0017375,-1.9298544585161264
dry,0.18,0.19687500000000002,0.00180625,-2.1673848728729332
dry,0.18,0.19687500000000002,0.001875,-2.403757501005186
dry,0.18,0.19687500000000002,0.0019437499999999997,-2.6389807873682396
dry,0.18,0.19687500000000002,0.0020124999999999995,-2.8730630944956865
dry,0.18,0.19687500000000002,0.0020812499999999998,-3.1060127039905017
dry,0.18,0.19687500000000002,0.00215,-3.3378378175015473
dry,0.18,0.19687500000000002,0.00221875,-3.5685465576862887
dry,0.18,0.19687500000000002,0.0022874999999999996,-3.798146969159346
dry,0.18,0.19687500000000002,0.00235625,-4.026647019427725
dry,0.18,0.19687500000000002,0.0024249999999999996,-4.254054599812285
dry,0.18,0.19687500000000002,0.00249375,-4.480377526356241
dry,0.18,0.19687500000000002,0.0025624999999999997,-4.705623540720728
dry,0.18,0.19687500000000002,0.00263125,-4.92980031106741
dry,0.18,0.19687500000000002,0.0026999999999999997,-5.152915432928783
dry,0.18,0.19687500000000002,0.0027687499999999995,-5.37497643006596
dry,0.18,0.19687500000000002,0.0028374999999999997,-5.59599075531435
dry,0.18,0.19687500000000002,0.0029062499999999995,-5.8159657914176215
dry,0.18,0.19687500000000002,0.0029749999999999998,-6.034908851849562
dry,0.18,0.19687500000000002,0.0030437499999999996,-6.25282718162476
dry,0.18,0.19687500000000002,0.0031125,-6.4697279580976765
dry,0.18,0.19687500000000002,0.0031812499999999996,-6.685618291750631
dry,0.18,0.19687500000000002,0.00325,-6.900505226970921
dry,0.18,0.19687500000000002,0.0033187499999999997,-7.114395742816805
dry,0.18,0.19687500000000002,0.0033874999999999995,-7.327296753773431
dry,0.18,0.19687500000000002,0.0034562499999999997,-7.539215110497388
dry,0.18,0.19687500000000002,0.0035249999999999995,-7.750157600552131
dry,0.18,0.19687500000000002,0.0035937499999999997,-7.960130949132227
dry,0.18,0.19687500000000002,0.0036624999999999995,-8.169141819778236
dry,0.18,0.19687500000000002,0.0037312499999999998,-8.377196815081652
dry,0.18,0.19687500000000002,0.0037999999999999996,-8.584302477379989
dry,0.18,0.19687500000000002,0.0038687499999999994,-8.790465289442825
dry,0.18,0.19687500000000002,0.0039375,-8.995691675147928
dry,0.18,0.19687500000000002,0.004006249999999999,-9.199988000148737
dry,0.18,0.19687500000000002,0.004075,-9.40336057253232
dry,0.18,0.19687500000000002,0.00414375,-9.605815643468809
dry,0.18,0.19687500000000002,0.004212499999999999,-9.807359407851804
dry,0.18,0.19687500000000002,0.0042812499999999995,-10.007998004930247
dry,0.18,0.19687500000000002,0.00435,-10.20773751893182
dry,0.18,0.19687500000000002,0.004418749999999999,-10.40658397967796
dry,0.18,0.19687500000000002,0.0044875,-10.604543363190643
dry,0.18,0.19687500000000002,0.0045562499999999995,-10.801621592291035
dry,0.18,0.19687500000000002,0.004624999999999999,-10.997824537190212
dry,0.18,0.19687500000000002,0.00469375,-11.193158016072013
dry,0.18,0.19687500000000002,0.004762499999999999,-11.387627795668134
dry,0.18,0.19687500000000002,0.004831249999999999,-11.58123959182569
dry,0.18,0.19687500000000002,0.0049,-11.773999070067175
dry,0.18,0.19687500000000002,0.004968749999999999,-11.96591184614305
dry,0.18,0.19687500000000002,0.005037499999999999,-12.156983486577257
dry,0.18,0.19687500000000002,0.00510625,-12.347219509205276
dry,0.18,0.19687500000000002,0.005174999999999999,-12.536625383705415
dry,0.18,0.19687500000000002,0.00524375,-12.725206532122801
dry,0.18,0.19687500000000002,0.0053124999999999995,-12.91296832938715
dry,0.18,0.19687500000000002,0.005381249999999999,-13.099916103823059
dry,0.18,0.19687500000000002,0.00545,-13.286055137654293
dry,0.18,0.19687500000000002,0.005518749999999999,-13.471390667501183
dry,0.18,0.19687500000000002,0.005587499999999999,-13.655927884871717
dry,0.18,0.19687500000000002,0.00565625,-13.839671936646274
dry,0.18,0.19687500000000002,0.005724999999999999,-14.022627925556169
dry,0.18,0.19687500000000002,0.0057937499999999986,-14.204800910656024
dry,0.18,0.19687500000000002,0.0058625,-14.386195907790027
dry,0.18,0.19687500000000002,0.005931249999999999,-14.566817890052336
dry,0.18,0.19687500000000002,0.006,-14.74667178824163
dry,0.18,0.2,0.0005,2.7759624412336446
dry,0.18,0.2,0.00056875,2.514828172522942
dry,0.18,0.2,0.0006375,2.255028465839356
dry,0.18,0.2,0.00070625,1.996553116569025
dry,0.18,0.2,0.000775,1.739392023871953
dry,0.18,0.2,0.00084375,1.48353518936613
dry,0.18,0.2,0.0009124999999999999,1.228972715831624
dry,0.18,0.2,0.00098125,0.9756948059345368
dry,0.18,0.2,0.00105,0.7236917609700144
dry,0.18,0.2,0.00111875,0.47295397962414504
dry,0.18,0.2,0.0011875,0.2234719567547636
dry,0.18,0.2,0.00125625,-0.02476371780989193
dry,0.18,0.2,0.0013249999999999998,-0.27176236045412894
dry,0.18,0.2,0.00139375,-0.5175331949404804
dry,0.18,0.2,0.0014624999999999998,-0.7620853535578761
dry,0.18,0.2,0.0015312499999999998,-1.0054278782526647
dry,0.18,0.2,0.0015999999999999999,-1.2475697217431483
dry,0.18,0.2,0.0016687499999999999,-1.488519748617507
dry,0.18,0.2,0.0017375,-1.7282867364154457
dry,0.18,0.2,0.00180625,-1.9668793766942676
dry,0.18,0.2,0.001875,-2.2043062760790137
dry,0.18,0.2,0.0019437499999999997,-2.4405759572973595
dry,0.18,0.2,0.0020124999999999995,-2.6756968601994777
dry,0.18,0.2,0.0020812499999999998,-2.909677342762914
dry,0.18,0.2,0.00215,-3.142525682083101
dry,0.18,0.2,0.00221875,-3.3742500753492073
dry,0.18,0.2,0.0022874999999999996,-3.604858640806246
dry,0.18,0.2,0.00235625,-3.834359418703063
dry,0.18,0.2,0.0024249999999999996,-4.062760372226723
dry,0.18,0.2,0.00249375,-4.290069388423758
dry,0.18,0.2,0.0025624999999999997,-4.516294279107712
dry,0.18,0.2,0.00263125,-4.741442781754365
dry,0.18,0.2,0.0026999999999999997,-4.965522560383677
dry,0.18,0.2,0.0027687499999999995,-5.1885412064294725
dry,0.18,0.2,0.0028374999999999997,-5.4105062395968195
dry,0.18,0.2,0.0029062499999999995,-5.631425108707053
dry,0.18,0.2,0.0029749999999999998,-5.8513051925312185
dry,0.18,0.2,0.0030437499999999996,-6.070153800611446
dry,0.18,0.2,0.0031125,-6.287978174070995
dry,0.18,0.2,0.0031812499999999996,-6.504785486412945
dry,0.18,0.2,0.00325,-6.72058284430762
dry,0.18,0.2,0.0033187499999999997,-6.935377288369221
dry,0.18,0.2,0.0033874999999999995,-7.149175793921343
dry,0.18,0.2,0.0034562499999999997,-7.361985271752219
dry,0.18,0.2,0.0035249999999999995,-7.573812568859215
dry,0.18,0.2,0.0035937499999999997,-7.7846644691833164
dry,0.18,0.2,0.0036624999999999995,-7.994547694333293
dry,0.18,0.2,0.0037312499999999998,-8.203468904299836
dry,0.18,0.2,0.0037999999999999996,-8.41143469816022
dry,0.18,0.2,0.0038687499999999994,-8.618451614772955
dry,0.18,0.2,0.0039375,-8.82452613346321
dry,0.18,0.2,0.004006249999999999,-9.029664674698864
dry,0.18,0.2,0.004075,-9.233873600757082
dry,0.18,0.2,0.00414375,-9.437159216382334
dry,0.18,0.2,0.004212499999999999,-9.63952776943504
dry,0.18,0.2,0.0042812499999999995,-9.84098545153186
dry,0.18,0.2,0.00435,-10.041538398676948
dry,0.18,0.2,0.004418749999999999,-10.241192691885136
dry,0.18,0.2,0.0044875,-10.439954357796445
dry,0.18,0.2,0.0045562499999999995,-10.637829369282432
dry,0.18,0.2,0.004624999999999999,-10.834823646044722
dry,0.18,0.2,0.00469375,-11.030943055205077
dry,0.18,0.2,0.004762499999999999,-11.226193411887989
dry,0.18,0.2,0.004831249999999999,-11.420580479795495
dry,0.18,0.2,0.0049,-11.614109971774237
dry,0.18,0.2,0.004968749999999999,-11.806787550375196
dry,0.18,0.2,0.005037499999999999,-11.99861882840587
dry,0.18,0.2,0.00510625,-12.189609369475455
dry,0.18,0.2,0.005174999999999999,-12.37976468853257
dry,0.18,0.2,0.00524375,-12.569090252396155
dry,0.18,0.2,0.0053124999999999995,-12.757591480279435
dry,0.18,0.2,0.005381249999999999,-12.945273744306842
dry,0.18,0.2,0.00545,-13.132142370024537
dry,0.18,0.2,0.005518749999999999,-13.318202636903937
dry,0.18,0.2,0.005587499999999999,-13.50345977883909
dry,0.18,0.2,0.00565625,-13.687918984637392
dry,0.18,0.2,0.005724999999999999,-13.871585398503957
dry,0.18,0.2,0.0057937499999999986,-14.05446412051997
dry,0.18,0.2,0.0058625,-14.236560207114628
dry,0.18,0.2,0.005931249999999999,-14.417878671531293
dry,0.18,0.2,0.006,-14.598424484287444
dry,0.18,0.203125,0.0005,2.9917421273632048
dry,0.18,0.203125,0.00056875,2.7294201185618894
dry,0.18,0.203125,0.0006375,2.4684419863917837
dry,0.18,0.203125,0.00070625,2.208797430210471
dry,0.18,0.203125,0.000775,1.9504762543780947
dry,0.18,0.203125,0.00084375,1.693468366922768
dry,0.18,0.203125,0.0009124999999999999,1.4377637782263486
dry,0.18,0.203125,0.00098125,1.1833525997299246
dry,0.18,0.203125,0.00105,0.9302250426594355
dry,0.18,0.203125,0.00111875,0.6783714167698529
dry,0.18,0.203125,0.0011875,0.42778212910884966
dry,0.18,0.203125,0.00125625,0.1784476827985938
dry,0.18,0.203125,0.0013249999999999998,-0.06964132416379444
dry,0.18,0.203125,0.00139375,-0.3164942000881709
dry,0.18,0.203125,0.0014624999999999998,-0.5621201607555323
dry,0.18,0.203125,0.0015312499999999998,-0.8065283305649571
dry,0.18,0.203125,0.0015999999999999999,-1.0497277436632926
dry,0.18,0.203125,0.0016687499999999999,-1.291727345058459
dry,0.18,0.203125,0.0017375,-1.5325359917160537
dry,0.18,0.203125,0.00180625,-1.7721624536399627
dry,0.18,0.203125,0.001875,-2.0106154149369946
dry,0.18,0.203125,0.0019437499999999997,-2.247903474865953
dry,0.18,0.203125,0.0020124999999999995,-2.4840351488713805
dry,0.18,0.203125,0.0020812499999999998,-2.7190188696022495
dry,0.18,0.203125,0.00215,-2.9528629879157116
dry,0.18,0.203125,0.00221875,-3.1855757738664456
dry,0.18,0.203125,0.0022874999999999996,-3.417165417681556
dry,0.18,0.203125,0.00235625,-3.6476400307214547
dry,0.18,0.203125,0.0024249999999999996,-3.877007646426903
dry,0.18,0.203125,0.00249375,-4.105276221252333
dry,0.18,0.203125,0.0025624999999999997,-4.3324536355859085
dry,0.18,0.203125,0.00263125,-4.558547694656461
dry,0.18,0.203125,0.0026999999999999997,-4.783566129427233
dry,0.18,0.203125,0.0027687499999999995,-5.007516597477215
dry,0.18,0.203125,0.0028374999999999997,-5.230406683869704
dry,0.18,0.203125,0.0029062499999999995,-5.452243902008763
dry,0.18,0.203125,0.0029749999999999998,-5.673035694483412
dry,0.18,0.203125,0.0030437499999999996,-5.8927894338999485
dry,0.18,0.203125,0.0031125,-6.111512423702585
dry,0.18,0.203125,0.0031812499999999996,-6.329211898982663
dry,0.18,0.203125,0.00325,-6.545895027276259
dry,0.18,0.203125,0.0033187499999999997,-6.761568909350941
dry,0.18,0.203125,0.0033874999999999995,-6.976240579981423
dry,0.18,0.203125,0.0034562499999999997,-7.189917008714361
dry,0.18,0.203125,0.0035249999999999995,-7.402605100622697
dry,0.18,0.203125,0.0035937499999999997,-7.614311697049436
dry,0.18,0.203125,0.0036624999999999995,-7.825043576341215
dry,0.18,0.203125,0.0037312499999999998,-8.034807454571745
dry,0.18,0.203125,0.0037999999999999996,-8.243609986255251
dry,0.18,0.203125,0.0038687499999999994,-8.45145776505027
dry,0.18,0.203125,0.0039375,-8.658357324453608
dry,0.18,0.203125,0.004006249999999999,-8.864315138485045
dry,0.18,0.203125,0.004075,-9.069337622362527
dry,0.18,0.203125,0.00414375,-9.273431133168273
dry,0.18,0.203125,0.004212499999999999,-9.476601970505847
dry,0.18,0.203125,0.0042812499999999995,-9.678856377148342
dry,0.18,0.203125,0.00435,-9.880200539677707
dry,0.18,0.203125,0.004418749999999999,-10.080640589115673
dry,0.18,0.203125,0.0044875,-10.28018260154592
dry,0.18,0.203125,0.0045562499999999995,-10.478832598728253
dry,0.18,0.203125,0.004624999999999999,-10.676596548704119
dry,0.18,0.203125,0.00469375,-10.873480366394478
dry,0.18,0.203125,0.004762499999999999,-11.069489914189415
dry,0.18,0.203125,0.004831249999999999,-11.264631002530045
dry,0.18,0.203125,0.0049,-11.45890939048268
dry,0.18,0.203125,0.004968749999999999,-11.652330786305274
dry,0.18,0.203125,0.005037499999999999,-11.84490084800666
dry,0.18,0.203125,0.00510625,-12.036625183898213
dry,0.18,0.203125,0.005174999999999999,-12.227509353138194
dry,0.18,0.203125,0.00524375,-12.417558866269173
dry,0.18,0.203125,0.0053124999999999995,-12.6067791857483
dry,0.18,0.203125,0.005381249999999999,-12.795175726470655
dry,0.18,0.203125,0.00545,-12.982753856285754
dry,0.18,0.203125,0.005518749999999999,-13.16951889650736
dry,0.18,0.203125,0.005587499999999999,-13.355476122416722
dry,0.18,0.203125,0.00565625,-13.54063076375928
dry,0.18,0.203125,0.005724999999999999,-13.724988005234874
dry,0.18,0.203125,0.0057937499999999986,-13.90855298698172
dry,0.18,0.203125,0.0058625,-14.091330805054136
dry,0.18,0.203125,0.005931249999999999,-14.27332651189414
dry,0.18,0.203125,0.006,-14.454545116797023
dry,0.18,0.20625,0.0005,3.2014029473137473
dry,0.18,0.20625,0.00056875,2.9379243172444256
dry,0.18,0.20625,0.0006375,2.6757986554969904
dry,0.18,0.20625,0.00070625,2.415015567478351
dry,0.18,0.20625,0.000775,2.1555647648030076
dry,0.18,0.20625,0.00084375,1.8974360639399082
dry,0.18,0.20625,0.0009124999999999999,1.6406193848801378
dry,0.18,0.20625,0.00098125,1.3851047498247953
dry,0.18,0.20625,0.00105,1.1308822818926836
dry,0.18,0.20625,0.00111875,0.8779422038477916
dry,0.18,0.20625,0.0011875,0.6262748368456953
dry,0.18,0.20625,0.00125625,0.3758705991991173
dry,0.18,0.20625,0.0013249999999999998,0.12672000516171583
dry,0.18,0.20625,0.00139375,-0.12118633626950712
dry,0.18,0.20625,0.0014624999999999998,-0.3678577225343342
dry,0.18,0.20625,0.0015312499999999998,-0.6133033586715768
dry,0.18,0.20625,0.0015999999999999999,-0.8575323584640657
dry,0.18,0.20625,0.0016687499999999999,-1.1005537455668228
dry,0.18,0.20625,0.0017375,-1.3423764546183397
dry,0.18,0.20625,0.00180625,-1.5830093323355312
dry,0.18,0.20625,0.001875,-1.8224611385926373
dry,0.18,0.20625,0.0019437499999999997,-2.0607405474842055
dry,0.18,0.20625,0.0020124999999999995,-2.2978561483724405
dry,0.18,0.20625,0.0020812499999999998,-2.533816446919443
dry,0.18,0.20625,0.00215,-2.7686298661040607
dry,0.18,0.20625,0.00221875,-3.0023047472244038
dry,0.18,0.20625,0.0022874999999999996,-3.2348493508852885
dry,0.18,0.20625,0.00235625,-3.4662718579719494
dry,0.18,0.20625,0.0024249999999999996,-3.696580370609139
dry,0.18,0.20625,0.00249375,-3.9257829131068607
dry,0.18,0.20625,0.0025624999999999997,-4.1538874328921755
dry,0.18,0.20625,0.00263125,-4.380901801427947
dry,0.18,0.20625,0.0026999999999999997,-4.606833815118133
dry,0.18,0.20625,0.0027687499999999995,-4.831691196200518
dry,0.18,0.20625,0.0028374999999999997,-5.0554815936262605
dry,0.18,0.20625,0.0029062499999999995,-5.278212583927521
dry,0.18,0.20625,0.0029749999999999998,-5.499891672072286
dry,0.18,0.20625,0.0030437499999999996,-5.720526292307436
dry,0.18,0.20625,0.0031125,-5.940123808989817
dry,0.18,0.20625,0.0031812499999999996,-6.1586915174055346
dry,0.18,0.20625,0.00325,-6.3762366445779275
dry,0.18,0.20625,0.0033187499999999997,-6.592766350064042
dry,0.18,0.20625,0.0033874999999999995,-6.808287726740259
dry,0.18,0.20625,0.0034562499999999997,-7.022807801576394
dry,0.18,0.20625,0.0035249999999999995,-7.236333536399895
dry,0.18,0.20625,0.0035937499999999997,-7.448871828648609
dry,0.18,0.20625,0.0036624999999999995,-7.660429512113683
dry,0.18,0.20625,0.0037312499999999998,-7.871013357671893
dry,0.18,0.20625,0.0037999999999999996,-8.080630074008056
dry,0.18,0.20625,0.0038687499999999994,-8.289286308327396
dry,0.18,0.20625,0.0039375,-8.4969886470583
dry,0.18,0.20625,0.004006249999999999,-8.703743616545246
dry,0.18,0.20625,0.004075,-8.909557683732427
dry,0.18,0.20625,0.00414375,-9.114437256838018
dry,0.18,0.20625,0.004212499999999999,-9.318388686019297
dry,0.18,0.20625,0.0042812499999999995,-9.521418264028636
dry,0.18,0.20625,0.00435,-9.72353222686081
dry,0.18,0.20625,0.004418749999999999,-9.924736754391423
dry,0.18,0.20625,0.0044875,-10.125037971006762
dry,0.18,0.20625,0.0045562499999999995,-10.324441946225253
dry,0.18,0.20625,0.004624999999999999,-10.522954695310428
dry,0.18,0.20625,0.00469375,-10.720582179876027
dry,0.18,0.20625,0.004762499999999999,-10.917330308482429
dry,0.18,0.20625,0.004831249999999999,-11.113204937225918
dry,0.18,0.20625,0.0049,-11.308211870319312
dry,0.18,0.20625,0.004968749999999999,-11.502356860665572
dry,0.18,0.20625,0.005037499999999999,-11.695645610423414
dry,0.18,0.20625,0.00510625,-11.888083771565583
dry,0.18,0.20625,0.005174999999999999,-12.079676946429784
dry,0.18,0.20625,0.00524375,-12.270430688262289
dry,0.18,0.20625,0.0053124999999999995,-12.460350501754535
dry,0.18,0.20625,0.005381249999999999,-12.649441843572697
dry,0.18,0.20625,0.00545,-12.837710122880132
dry,0.18,0.20625,0.005518749999999999,-13.025160701853311
dry,0.18,0.20625,0.005587499999999999,-13.211798896190839
dry,0.18,0.20625,0.00565625,-13.397629975615965
dry,0.18,0.20625,0.005724999999999999,-13.582659164372517
dry,0.18,0.20625,0.0057937499999999986,-13.76689164171461
dry,0.18,0.20625,0.0058625,-13.950332542389647
dry,0.18,0.20625,0.005931249999999999,-14.132986957115607
dry,0.18,0.20625,0.006,-14.314859933051926
dry,0.18,0.20937500000000003,0.0005,3.4051774956739416
dry,0.18,0.20937500000000003,0.00056875,3.1405722970238474
dry,0.18,0.20937500000000003,0.0006375,2.877328942154328
dry,0.18,0.20937500000000003,0.00070625,2.615436944547256
dry,0.18,0.20937500000000003,0.000775,2.354885925073693
dry,0.18,0.20937500000000003,0.00084375,2.0956656106227727
dry,0.18,0.20937500000000003,0.0009124999999999999,1.8377658327515376
dry,0.18,0.20937500000000003,0.00098125,1.5811765263551845
dry,0.18,0.20937500000000003,0.00105,1.325887728357863
dry,0.18,0.20937500000000003,0.00111875,1.0718895764229035
dry,0.18,0.20937500000000003,0.0011875,0.8191723076828634
dry,0.18,0.20937500000000003,0.00125625,0.5677262574887645
dry,0.18,0.20937500000000003,0.0013249999999999998,0.31754185817784275
dry,0.18,0.20937500000000003,0.00139375,0.06860963786017303
dry,0.18,0.20937500000000003,0.0014624999999999998,-0.17907978077682235
dry,0.18,0.20937500000000003,0.0015312499999999998,-0.42553568164586153
dry,0.18,0.20937500000000003,0.0015999999999999999,-0.6707672564196165
dry,0.18,0.20937500000000003,0.0016687499999999999,-0.9147836056736787
dry,0.18,0.20937500000000003,0.0017375,-1.1575937400121343
dry,0.18,0.20937500000000003,0.00180625,-1.3992065811768633
dry,0.18,0.20937500000000003,0.001875,-1.6396309631400323
dry,0.18,0.20937500000000003,0.0019437499999999997,-1.878875633181016
dry,0.18,0.20937500000000003,0.0020124999999999995,-2.116949252947173
dry,0.18,0.20937500000000003,0.0020812499999999998,-2.3538603994991116
dry,0.18,0.20937500000000003,0.00215,-2.5896175663407384
dry,0.18,0.20937500000000003,0.00221875,-2.8242291644343207
dry,0.18,0.20937500000000003,0.0022874999999999996,-3.0577035232008156
dry,0.18,0.20937500000000003,0.00235625,-3.290048891505406
dry,0.18,0.20937500000000003,0.0024249999999999996,-3.521273438629323
dry,0.18,0.20937500000000003,0.00249375,-3.751385255226964
dry,0.18,0.20937500000000003,0.0025624999999999997,-3.980392354269812
dry,0.18,0.20937500000000003,0.00263125,-4.208302671976425
dry,0.18,0.20937500000000003,0.0026999999999999997,-4.435124068729278
dry,0.18,0.20937500000000003,0.0027687499999999995,-4.660864329978493
dry,0.18,0.20937500000000003,0.0028374999999999997,-4.8855311671323784
dry,0.18,0.20937500000000003,0.0029062499999999995,-5.109132218435887
dry,0.18,0.20937500000000003,0.0029749999999999998,-5.331675049835987
dry,0.18,0.20937500000000003,0.0030437499999999996,-5.55316715583511
dry,0.18,0.20937500000000003,0.0031125,-5.773615960332614
dry,0.18,0.20937500000000003,0.0031812499999999996,-5.993028817453888
dry,0.18,0.20937500000000003,0.00325,-6.211413012368603
dry,0.18,0.20937500000000003,0.0033187499999999997,-6.428775762096666
dry,0.18,0.20937500000000003,0.0033874999999999995,-6.645124216303455
dry,0.18,0.20937500000000003,0.0034562499999999997,-6.86046545808356
dry,0.18,0.20937500000000003,0.0035249999999999995,-7.074806504733979
dry,0.18,0.20937500000000003,0.0035937499999999997,-7.288154308516312
dry,0.18,0.20937500000000003,0.0036624999999999995,-7.500515757408338
dry,0.18,0.20937500000000003,0.0037312499999999998,-7.711897675845431
dry,0.18,0.20937500000000003,0.0037999999999999996,-7.922306825451553
dry,0.18,0.20937500000000003,0.0038687499999999994,-8.131749905760211
dry,0.18,0.20937500000000003,0.0039375,-8.340233554925588
dry,0.18,0.20937500000000003,0.004006249999999999,-8.5477643504238
dry,0.18,0.20937500000000003,0.004075,-8.754348809744677
dry,0.18,0.20937500000000003,0.00414375,-8.959993391073958
dry,0.18,0.20937500000000003,0.004212499999999999,-9.164704493966461
dry,0.18,0.20937500000000003,0.0042812499999999995,-9.368488460009704
dry,0.18,0.20937500000000003,0.00435,-9.571351573478957
dry,0.18,0.20937500000000003,0.004418749999999999,-9.77330006198307
dry,0.18,0.20937500000000003,0.0044875,-9.974340097101882
