state,phi_total,alpha_pore,phi_mc_abs,delta_lambda_pct
dry,0.18,0.059375000000000004,0.0022874999999999996,-26.15032692374003
dry,0.18,0.059375000000000004,0.00235625,-26.277737801859114
dry,0.18,0.059375000000000004,0.0024249999999999996,-26.40470473132113
dry,0.18,0.059375000000000004,0.00249375,-26.531230028423227
dry,0.18,0.059375000000000004,0.0025624999999999997,-26.657315993376876
dry,0.18,0.059375000000000004,0.00263125,-26.782964910447255
dry,0.18,0.059375000000000004,0.0026999999999999997,-26.90817904809115
dry,0.18,0.059375000000000004,0.0027687499999999995,-27.03296065909359
dry,0.18,0.059375000000000004,0.0028374999999999997,-27.15731198070274
dry,0.18,0.059375000000000004,0.0029062499999999995,-27.28123523476387
dry,0.18,0.059375000000000004,0.0029749999999999998,-27.40473262785146
dry,0.18,0.059375000000000004,0.0030437499999999996,-27.527806351400326
dry,0.18,0.059375000000000004,0.0031125,-27.65045858183513
dry,0.18,0.059375000000000004,0.0031812499999999996,-27.772691480698757
dry,0.18,0.059375000000000004,0.00325,-27.89450719477925
dry,0.18,0.059375000000000004,0.0033187499999999997,-28.015907856235486
dry,0.18,0.059375000000000004,0.0033874999999999995,-28.13689558272164
dry,0.18,0.059375000000000004,0.0034562499999999997,-28.257472477510237
dry,0.18,0.059375000000000004,0.0035249999999999995,-28.377640629614053
dry,0.18,0.059375000000000004,0.0035937499999999997,-28.497402113906844
dry,0.18,0.059375000000000004,0.0036624999999999995,-28.61675899124261
dry,0.18,0.059375000000000004,0.0037312499999999998,-28.735713308573953
dry,0.18,0.059375000000000004,0.0037999999999999996,-28.85426709906898
dry,0.18,0.059375000000000004,0.0038687499999999994,-28.972422382227236
dry,0.18,0.059375000000000004,0.0039375,-29.090181163994313
dry,0.18,0.059375000000000004,0.004006249999999999,-29.20754543687542
dry,0.18,0.059375000000000004,0.004075,-29.324517180047664
dry,0.18,0.059375000000000004,0.00414375,-29.44109835947145
dry,0.18,0.059375000000000004,0.004212499999999999,-29.55729092800051
dry,0.18,0.059375000000000004,0.0042812499999999995,-29.673096825491
dry,0.18,0.059375000000000004,0.00435,-29.788517978909375
dry,0.18,0.059375000000000004,0.004418749999999999,-29.90355630243939
dry,0.18,0.059375000000000004,0.0044875,-30.018213697587846
dry,0.18,0.059375000000000004,0.0045562499999999995,-30.132492053289415
dry,0.18,0.059375000000000004,0.004624999999999999,-30.246393246010243
dry,0.18,0.059375000000000004,0.00469375,-30.35991913985082
dry,0.18,0.059375000000000004,0.004762499999999999,-30.47307158664758
dry,0.18,0.059375000000000004,0.004831249999999999,-30.585852426073593
dry,0.18,0.059375000000000004,0.0049,-30.69826348573833
dry,0.18,0.059375000000000004,0.004968749999999999,-30.810306581286284
dry,0.18,0.059375000000000004,0.005037499999999999,-30.921983516494826
dry,0.18,0.059375000000000004,0.00510625,-31.033296083370953
dry,0.18,0.059375000000000004,0.005174999999999999,-31.144246062247134
dry,0.18,0.059375000000000004,0.00524375,-31.254835221876238
