state,phi_total,phi_mc_abs,delta_lambda_pct
dry,0.1375,0.005931249999999999,-18.205221042571154
dry,0.1375,0.006,-18.37716187948373
dry,0.14,0.0005,-1.8392069237762012
dry,0.14,0.00056875,-2.0867796442572444
dry,0.14,0.0006375,-2.3330968684679103
dry,0.14,0.00070625,-2.578168122604344
dry,0.14,0.000775,-2.822002836731108
dry,0.14,0.00084375,-3.0646103459910576
dry,0.14,0.0009124999999999999,-3.30599989179651
dry,0.14,0.00098125,-3.5461806230026336
dry,0.14,0.00105,-3.785161597063465
dry,0.14,0.00111875,-4.022951781170426
dry,0.14,0.0011875,-4.259560053373859
dry,0.14,0.00125625,-4.494995203688025
dry,0.14,0.0013249999999999998,-4.729265935179634
dry,0.14,0.00139375,-4.962380865040179
dry,0.14,0.0014624999999999998,-5.19434852564261
dry,0.14,0.0015312499999999998,-5.425177365582354
dry,0.14,0.0015999999999999999,-5.654875750702895
dry,0.14,0.0016687499999999999,-5.883451965106622
dry,0.14,0.0017375,-6.110914212150705
dry,0.14,0.00180625,-6.337270615428505
dry,0.14,0.001875,-6.562529219736578
dry,0.14,0.0019437499999999997,-6.7866979920278645
dry,0.14,0.0020124999999999995,-7.009784822350874
dry,0.14,0.0020812499999999998,-7.231797524775517
dry,0.14,0.00215,-7.452743838305342
dry,0.14,0.00221875,-7.672631427776884
dry,0.14,0.0022874999999999996,-7.891467884745873
dry,0.14,0.00235625,-8.109260728361075
dry,0.14,0.0024249999999999996,-8.326017406225452
dry,0.14,0.00249375,-8.54174529524506
dry,0.14,0.0025624999999999997,-8.756451702465906
dry,0.14,0.00263125,-8.970143865899129
dry,0.14,0.0026999999999999997,-9.18282895533411
dry,0.14,0.0027687499999999995,-9.394514073140607
dry,0.14,0.0028374999999999997,-9.605206255059237
dry,0.14,0.0029062499999999995,-9.81491247098089
dry,0.14,0.0029749999999999998,-10.023639625715541
dry,0.14,0.0030437499999999996,-10.231394559749877
dry,0.14,0.0031125,-10.438184049994714
dry,0.14,0.0031812499999999996,-10.644014810521783
dry,0.14,0.00325,-10.848893493290516
dry,0.14,0.0033187499999999997,-11.052826688864494
dry,0.14,0.0033874999999999995,-11.25582092711831
dry,0.14,0.0034562499999999997,-11.457882677934384
dry,0.14,0.0035249999999999995,-11.65901835189045
dry,0.14,0.0035937499999999997,-11.859234300937448
dry,0.14,0.0036624999999999995,-12.058536819068188
dry,0.14,0.0037312499999999998,-12.256932142976979
dry,0.14,0.0037999999999999996,-12.454426452710077
dry,0.14,0.0038687499999999994,-12.651025872307448
dry,0.14,0.0039375,-12.846736470435813
dry,0.14,0.004006249999999999,-13.041564261012944
dry,0.14,0.004075,-13.235515203823873
dry,0.14,0.00414375,-13.428595205128502
dry,0.14,0.004212499999999999,-13.620810118261083
dry,0.14,0.0042812499999999995,-13.812165744221879
dry,0.14,0.00435,-14.002667832260572
dry,0.14,0.004418749999999999,-14.192322080452227
dry,0.14,0.0044875,-14.38113413626529
dry,0.14,0.0045562499999999995,-14.569109597122253
dry,0.14,0.004624999999999999,-14.756254010952713
dry,0.14,0.00469375,-14.942572876739257
dry,0.14,0.004762499999999999,-15.12807164505602
dry,0.14,0.004831249999999999,-15.31275571860024
dry,0.14,0.0049,-15.496630452716806
dry,0.14,0.004968749999999999,-15.679701155915728
dry,0.14,0.005037499999999999,-15.86197309038332
dry,0.14,0.00510625,-16.043451472486126
dry,0.14,0.005174999999999999,-16.224141473268656
dry,0.14,0.00524375,-16.404048218944496
dry,0.14,0.0053124999999999995,-16.583176791381156
dry,0.14,0.005381249999999999,-16.761532228578567
dry,0.14,0.00545,-16.939119525141358
dry,0.14,0.005518749999999999,-17.11594363274507
dry,0.14,0.005587499999999999,-17.292009460596425
dry,0.14,0.00565625,-17.467321875887727
dry,0.14,0.005724999999999999,-17.641885704245198
dry,0.14,0.0057937499999999986,-17.81570573017197
dry,0.14,0.0058625,-17.988786697484986
dry,0.14,0.005931249999999999,-18.16113330974666
dry,0.14,0.006,-18.33275023069107
dry,0.14250000000000002,0.0005,-1.8338871744573317
dry,0.14250000000000002,0.00056875,-2.080758874166602
dry,0.14250000000000002,0.0006375,-2.3263821796640975
dry,0.14250000000000002,0.00070625,-2.5707665364888244
dry,0.14250000000000002,0.000775,-2.8139212951311285
dry,0.14250000000000002,0.00084375,-3.055855712225081
dry,0.14250000000000002,0.0009124999999999999,-3.296578951723168
dry,0.14250000000000002,0.00098125,-3.5361000860534837
dry,0.14250000000000002,0.00105,-3.774428097259347
dry,0.14250000000000002,0.00111875,-4.011571878122209
dry,0.14250000000000002,0.0011875,-4.24754023326763
dry,0.14250000000000002,0.00125625,-4.482341880255057
dry,0.14250000000000002,0.0013249999999999998,-4.715985450651319
dry,0.14250000000000002,0.00139375,-4.948479491088368
dry,0.14250000000000002,0.0014624999999999998,-5.1798324643054245
dry,0.14250000000000002,0.0015312499999999998,-5.410052750175816
dry,0.14250000000000002,0.0015999999999999999,-5.639148646718673
dry,0.14250000000000002,0.0016687499999999999,-5.867128371096022
dry,0.14250000000000002,0.0017375,-6.094000060595284
dry,0.14250000000000002,0.00180625,-6.319771773597343
dry,0.14250000000000002,0.001875,-6.544451490530685
dry,0.14250000000000002,0.0019437499999999997,-6.76804711481182
dry,0.14250000000000002,0.0020124999999999995,-6.990566473771771
dry,0.14250000000000002,0.0020812499999999998,-7.212017319569813
dry,0.14250000000000002,0.00215,-7.432407330093446
dry,0.14250000000000002,0.00221875,-7.6517441098457555
dry,0.14250000000000002,0.0022874999999999996,-7.870035190820293
dry,0.14250000000000002,0.00235625,-8.08728803336301
dry,0.14250000000000002,0.0024249999999999996,-8.303510027022282
dry,0.14250000000000002,0.00249375,-8.518708491386795
dry,0.14250000000000002,0.0025624999999999997,-8.73289067691131
dry,0.14250000000000002,0.00263125,-8.94606376573121
dry,0.14250000000000002,0.0026999999999999997,-9.158234872465092
dry,0.14250000000000002,0.0027687499999999995,-9.369411045006478
dry,0.14250000000000002,0.0028374999999999997,-9.579599265304022
dry,0.14250000000000002,0.0029062499999999995,-9.78880645013114
dry,0.14250000000000002,0.0029749999999999998,-9.997039451844655
dry,0.14250000000000002,0.0030437499999999996,-10.204305059133011
dry,0.14250000000000002,0.0031125,-10.410609997754
dry,0.14250000000000002,0.0031812499999999996,-10.615960931262217
dry,0.14250000000000002,0.00325,-10.820364461726674
dry,0.14250000000000002,0.0033187499999999997,-11.023827130438077
dry,0.14250000000000002,0.0033874999999999995,-11.226355418606948
dry,0.14250000000000002,0.0034562499999999997,-11.427955748051566
dry,0.14250000000000002,0.0035249999999999995,-11.628634481876771
dry,0.14250000000000002,0.0035937499999999997,-11.8283979251436
dry,0.14250000000000002,0.0036624999999999995,-12.0272523255294
dry,0.14250000000000002,0.0037312499999999998,-12.225203873979378
dry,0.14250000000000002,0.0037999999999999996,-12.422258705348883
dry,0.14250000000000002,0.0038687499999999994,-12.618422899037414
dry,0.14250000000000002,0.0039375,-12.813702479613632
dry,0.14250000000000002,0.004006249999999999,-13.008103417432185
dry,0.14250000000000002,0.004075,-13.20163162924224
dry,0.14250000000000002,0.00414375,-13.39429297878764
dry,0.14250000000000002,0.004212499999999999,-13.58609327739925
dry,0.14250000000000002,0.0042812499999999995,-13.777038284579193
dry,0.14250000000000002,0.00435,-13.967133708577403
dry,0.14250000000000002,0.004418749999999999,-14.156385206960454
dry,0.14250000000000002,0.0044875,-14.344798387172764
dry,0.14250000000000002,0.0045562499999999995,-14.532378807090607
dry,0.14250000000000002,0.004624999999999999,-14.719131975568335
dry,0.14250000000000002,0.00469375,-14.905063352977987
dry,0.14250000000000002,0.004762499999999999,-15.090178351741232
dry,0.14250000000000002,0.004831249999999999,-15.274482336854655
dry,0.14250000000000002,0.0049,-15.4579806264081
dry,0.14250000000000002,0.004968749999999999,-15.64067849209606
dry,0.14250000000000002,0.005037499999999999,-15.822581159722679
dry,0.14250000000000002,0.00510625,-16.003693809699946
dry,0.14250000000000002,0.005174999999999999,-16.18402157753944
dry,0.14250000000000002,0.00524375,-16.36356955433771
dry,0.14250000000000002,0.0053124999999999995,-16.542342787255595
dry,0.14250000000000002,0.005381249999999999,-16.720346279990967
dry,0.14250000000000002,0.00545,-16.89758499324557
dry,0.14250000000000002,0.005518749999999999,-17.074063845186004
dry,0.14250000000000002,0.005587499999999999,-17.249787711898477
dry,0.14250000000000002,0.00565625,-17.424761427838014
dry,0.14250000000000002,0.005724999999999999,-17.598989786271776
dry,0.14250000000000002,0.0057937499999999986,-17.772477539716725
dry,0.14250000000000002,0.0058625,-17.945229400371783
dry,0.14250000000000002,0.005931249999999999,-18.117250040544487
dry,0.14250000000000002,0.006,-18.288544093072257
dry,0.14500000000000002,0.0005,-1.8285971634018299
dry,0.14500000000000002,0.00056875,-2.074771673385901
dry,0.14500000000000002,0.0006375,-2.3197048317687328
dry,0.14500000000000002,0.00070625,-2.5634060043354694
dry,0.14500000000000002,0.000775,-2.8058844628900164
dry,0.14500000000000002,0.00084375,-3.0471493864308847
dry,0.14500000000000002,0.0009124999999999999,-3.2872098623092967
dry,0.14500000000000002,0.00098125,-3.52607488737039
dry,0.14500000000000002,0.00105,-3.763753369076992
dry,0.14500000000000002,0.00111875,-4.000254126616937
dry,0.14500000000000002,0.0011875,-4.235585891993876
dry,0.14500000000000002,0.00125625,-4.469757311102027
dry,0.14500000000000002,0.0013249999999999998,-4.70277694478489
dry,0.14500000000000002,0.00139375,-4.934653269878639
dry,0.14500000000000002,0.0014624999999999998,-5.165394680239995
dry,0.14500000000000002,0.0015312499999999998,-5.395009487759002
dry,0.14500000000000002,0.0015999999999999999,-5.62350592335729
dry,0.14500000000000002,0.0016687499999999999,-5.850892137971439
dry,0.14500000000000002,0.0017375,-6.077176203522316
dry,0.14500000000000002,0.00180625,-6.302366113870179
dry,0.14500000000000002,0.001875,-6.526469785756029
dry,0.14500000000000002,0.0019437499999999997,-6.749495059729371
dry,0.14500000000000002,0.0020124999999999995,-6.971449701062577
dry,0.14500000000000002,0.0020812499999999998,-7.192341400652283
dry,0.14500000000000002,0.00215,-7.412177775907525
dry,0.14500000000000002,0.00221875,-7.630966371625454
dry,0.14500000000000002,0.0022874999999999996,-7.848714660854528
dry,0.14500000000000002,0.00235625,-8.065430045745355
dry,0.14500000000000002,0.0024249999999999996,-8.281119858389442
dry,0.14500000000000002,0.00249375,-8.49579136164614
dry,0.14500000000000002,0.0025624999999999997,-8.70945174995781
dry,0.14500000000000002,0.00263125,-8.922108150153583
dry,0.14500000000000002,0.0026999999999999997,-9.133767622241812
dry,0.14500000000000002,0.0027687499999999995,-9.344437160191365
dry,0.14500000000000002,0.0028374999999999997,-9.554123692701873
dry,0.14500000000000002,0.0029062499999999995,-9.762834083963563
dry,0.14500000000000002,0.0029749999999999998,-9.970575134406076
dry,0.14500000000000002,0.0030437499999999996,-10.177353581437186
dry,0.14500000000000002,0.0031125,-10.383176100171175
dry,0.14500000000000002,0.0031812499999999996,-10.588049304147052
dry,0.14500000000000002,0.00325,-10.79197974603699
dry,0.14500000000000002,0.0033187499999999997,-10.994973918344883
dry,0.14500000000000002,0.0033874999999999995,-11.197038254095578
dry,0.14500000000000002,0.0034562499999999997,-11.398179127513956
dry,0.14500000000000002,0.0035249999999999995,-11.598402854695843
dry,0.14500000000000002,0.0035937499999999997,-11.797715694268623
dry,0.14500000000000002,0.0036624999999999995,-11.996123848043636
dry,0.14500000000000002,0.0037312499999999998,-12.19363346165935
dry,0.14500000000000002,0.0037999999999999996,-12.3902506252159
dry,0.14500000000000002,0.0038687499999999994,-12.58598137390111
dry,0.14500000000000002,0.0039375,-12.780831688607908
dry,0.14500000000000002,0.004006249999999999,-12.974807496543631
dry,0.14500000000000002,0.004075,-13.167914671831046
dry,0.14500000000000002,0.00414375,-13.360159036101116
dry,0.14500000000000002,0.004212499999999999,-13.551546359078337
dry,0.14500000000000002,0.0042812499999999995,-13.742082359157715
dry,0.14500000000000002,0.00435,-13.931772703974392
dry,0.14500000000000002,0.004418749999999999,-14.120623010965662
dry,0.14500000000000002,0.0044875,-14.308638847925396
dry,0.14500000000000002,0.0045562499999999995,-14.495825733551314
dry,0.14500000000000002,0.004624999999999999,-14.682189137984874
dry,0.14500000000000002,0.00469375,-14.867734483344263
dry,0.14500000000000002,0.004762499999999999,-15.052467144250015
dry,0.14500000000000002,0.004831249999999999,-15.23639244834426
dry,0.14500000000000002,0.0049,-15.419515676802657
dry,0.14500000000000002,0.004968749999999999,-15.601842064839916
dry,0.14500000000000002,0.005037499999999999,-15.783376802208895
dry,0.14500000000000002,0.00510625,-15.964125033692737
dry,0.14500000000000002,0.005174999999999999,-16.144091859591093
dry,0.14500000000000002,0.00524375,-16.323282336199714
dry,0.14500000000000002,0.0053124999999999995,-16.501701476284182
dry,0.14500000000000002,0.005381249999999999,-16.679354249547174
dry,0.14500000000000002,0.00545,-16.856245583089965
dry,0.14500000000000002,0.005518749999999999,-17.032380361867943
dry,0.14500000000000002,0.005587499999999999,-17.207763429140286
dry,0.14500000000000002,0.00565625,-17.38239958691384
dry,0.14500000000000002,0.005724999999999999,-17.556293596381536
dry,0.14500000000000002,0.0057937499999999986,-17.729450178354874
dry,0.14500000000000002,0.0058625,-17.901874013691298
dry,0.14500000000000002,0.005931249999999999,-18.073569743715908
dry,0.14500000000000002,0.006,-18.244541970638032
dry,0.14750000000000002,0.0005,-1.82333663391376
dry,0.14750000000000002,0.00056875,-2.0688177528452534
dry,0.14750000000000002,0.0006375,-2.3130645040031927
dry,0.14750000000000002,0.00070625,-2.5560861743094647
dry,0.14750000000000002,0.000775,-2.797891957757123
dry,0.14750000000000002,0.00084375,-3.038490956570058
dry,0.14750000000000002,0.0009124999999999999,-3.2778921823449267
dry,0.14750000000000002,0.00098125,-3.516104557176484
dry,0.14750000000000002,0.00105,-3.7531369147658267
dry,0.14750000000000002,0.00111875,-3.9889980015123814
dry,0.14750000000000002,0.0011875,-4.223696477589844
dry,0.14750000000000002,0.00125625,-4.457240918005941
dry,0.14750000000000002,0.0013249999999999998,-4.689639813646992
dry,0.14750000000000002,0.00139375,-4.9209015723067395
dry,0.14750000000000002,0.0014624999999999998,-5.151034519700497
dry,0.14750000000000002,0.0015312499999999998,-5.3800469004640865
dry,0.14750000000000002,0.0015999999999999999,-5.607946879138622
dry,0.14750000000000002,0.0016687499999999999,-5.834742541140661
dry,0.14750000000000002,0.0017375,-6.060441893718405
dry,0.14750000000000002,0.00180625,-6.285052866894155
dry,0.14750000000000002,0.001875,-6.508583314392987
dry,0.14750000000000002,0.0019437499999999997,-6.731041014558205
dry,0.14750000000000002,0.0020124999999999995,-6.952433671253551
dry,0.14750000000000002,0.0020812499999999998,-7.172768914752579
dry,0.14750000000000002,0.00215,-7.392054302615222
dry,0.14750000000000002,0.00221875,-7.610297320551873
dry,0.14750000000000002,0.0022874999999999996,-7.827505383275274
dry,0.14750000000000002,0.00235625,-8.043685835340217
dry,0.14750000000000002,0.0024249999999999996,-8.25884595197129
dry,0.14750000000000002,0.00249375,-8.472992939879205
dry,0.14750000000000002,0.0025624999999999997,-8.686133938065169
dry,0.14750000000000002,0.00263125,-8.898276018614496
dry,0.14750000000000002,0.0026999999999999997,-9.109426187478649
dry,0.14750000000000002,0.0027687499999999995,-9.319591385246458
dry,0.14750000000000002,0.0028374999999999997,-9.528778487904667
dry,0.14750000000000002,0.0029062499999999995,-9.736994307587873
dry,0.14750000000000002,0.0029749999999999998,-9.944245593317934
dry,0.14750000000000002,0.0030437499999999996,-10.150539031733068
dry,0.14750000000000002,0.0031125,-10.355881247807257
dry,0.14750000000000002,0.0031812499999999996,-10.560278805559186
dry,0.14750000000000002,0.00325,-10.763738208751835
dry,0.14750000000000002,0.0033187499999999997,-10.96626590158229
dry,0.14750000000000002,0.0033874999999999995,-11.167868269362032
dry,0.14750000000000002,0.0034562499999999997,-11.36855163918805
dry,0.14750000000000002,0.0035249999999999995,-11.568322280604868
dry,0.14750000000000002,0.0035937499999999997,-11.767186406257272
dry,0.14750000000000002,0.0036624999999999995,-11.965150172534447
dry,0.14750000000000002,0.0037312499999999998,-12.162219680205233
dry,0.14750000000000002,0.0037999999999999996,-12.358400975044894
dry,0.14750000000000002,0.0038687499999999994,-12.553700048453317
dry,0.14750000000000002,0.0039375,-12.748122838065036
dry,0.14750000000000002,0.004006249999999999,-12.941675228350944
dry,0.14750000000000002,0.004075,-13.134363051211853
dry,0.14750000000000002,0.00414375,-13.326192086564447
dry,0.14750000000000002,0.004212499999999999,-13.517168062919096
dry,0.14750000000000002,0.0042812499999999995,-13.707296657950122
dry,0.14750000000000002,0.00435,-13.896583499058394
dry,0.14750000000000002,0.004418749999999999,-14.0850341639267
dry,0.14750000000000002,0.0044875,-14.2726541810674
dry,0.14750000000000002,0.0045562499999999995,-14.459449030363254
dry,0.14750000000000002,0.004624999999999999,-14.645424143600849
dry,0.14750000000000002,0.00469375,-14.830584904997133
dry,0.14750000000000002,0.004762499999999999,-15.014936651718937
dry,0.14750000000000002,0.004831249999999999,-15.198484674395935
dry,0.14750000000000002,0.0049,-15.38123421762675
dry,0.14750000000000002,0.004968749999999999,-15.563190480478285
dry,0.14750000000000002,0.005037499999999999,-15.744358616979046
dry,0.14750000000000002,0.00510625,-15.924743736605576
dry,0.14750000000000002,0.005174999999999999,-16.104350904762914
dry,0.14750000000000002,0.00524375,-16.283185143258674
dry,0.14750000000000002,0.0053124999999999995,-16.46125143077117
dry,0.14750000000000002,0.005381249999999999,-16.638554703311346
dry,0.14750000000000002,0.00545,-16.815099854678923
dry,0.14750000000000002,0.005518749999999999,-16.99089173691271
dry,0.14750000000000002,0.005587499999999999,-17.16593516073499
dry,0.14750000000000002,0.00565625,-17.340234895990438
dry,0.14750000000000002,0.005724999999999999,-17.51379567207943
dry,0.14750000000000002,0.0057937499999999986,-17.686622178385623
dry,0.14750000000000002,0.0058625,-17.858719064698544
dry,0.14750000000000002,0.005931249999999999,-18.030090941630448
dry,0.14750000000000002,0.006,-18.20074238102802
dry,0.15000000000000002,0.0005,-1.8181053321490246
dry,0.15000000000000002,0.00056875,-2.062896826677614
dry,0.15000000000000002,0.0006375,-2.3064608791335934
dry,0.15000000000000002,0.00070625,-2.5488066984535642
dry,0.15000000000000002,0.000775,-2.789943401683312
dry,0.15000000000000002,0.00084375,-3.029880015121064
dry,0.15000000000000002,0.0009124999999999999,-3.2686254754440025
dry,0.15000000000000002,0.00098125,-3.5061886308175776
dry,0.15000000000000002,0.00105,-3.7425782419886486
dry,0.15000000000000002,0.00111875,-3.977802983362568
dry,0.15000000000000002,0.0011875,-4.21187144406407
dry,0.15000000000000002,0.00125625,-4.444792128982777
dry,0.15000000000000002,0.0013249999999999998,-4.676573459803413
dry,0.15000000000000002,0.00139375,-4.907223776020694
dry,0.15000000000000002,0.0014624999999999998,-5.136751335939573
dry,0.15000000000000002,0.0015312499999999998,-5.365164317660929
dry,0.15000000000000002,0.0015999999999999999,-5.592470820052841
dry,0.15000000000000002,0.0016687499999999999,-5.8186788637078
dry,0.15000000000000002,0.0017375,-6.043796391886149
dry,0.15000000000000002,0.00180625,-6.267831271445822
dry,0.15000000000000002,0.001875,-6.490791293758725
dry,0.15000000000000002,0.0019437499999999997,-6.712684175614004
dry,0.15000000000000002,0.0020124999999999995,-6.933517560108363
dry,0.15000000000000002,0.0020812499999999998,-7.153299017523556
dry,0.15000000000000002,0.00215,-7.372036046191562
dry,0.15000000000000002,0.00221875,-7.589736073347183
dry,0.15000000000000002,0.0022874999999999996,-7.806406455968944
dry,0.15000000000000002,0.00235625,-8.022054481607567
dry,0.15000000000000002,0.0024249999999999996,-8.236687369203297
dry,0.15000000000000002,0.00249375,-8.450312269891272
dry,0.15000000000000002,0.0025624999999999997,-8.662936267795757
dry,0.15000000000000002,0.00263125,-8.874566380813368
dry,0.15000000000000002,0.0026999999999999997,-9.085209561385037
dry,0.15000000000000002,0.0027687499999999995,-9.29487269725745
dry,0.15000000000000002,0.0028374999999999997,-9.503562612233758
dry,0.15000000000000002,0.0029062499999999995,-9.711286066913944
dry,0.15000000000000002,0.0029749999999999998,-9.918049759424857
dry,0.15000000000000002,0.0030437499999999996,-10.12386032614011
dry,0.15000000000000002,0.0031125,-10.32872434239027
dry,0.15000000000000002,0.0031812499999999996,-10.532648323162892
dry,0.15000000000000002,0.00325,-10.735638723793336
dry,0.15000000000000002,0.0033187499999999997,-10.937701940645915
dry,0.15000000000000002,0.0033874999999999995,-11.138844311785622
dry,0.15000000000000002,0.0034562499999999997,-11.339072117640947
dry,0.15000000000000002,0.0035249999999999995,-11.538391581657596
dry,0.15000000000000002,0.0035937499999999997,-11.736808870943134
dry,0.15000000000000002,0.0036624999999999995,-11.934330096903176
dry,0.15000000000000002,0.0037312499999999998,-12.130961315868838
dry,0.15000000000000002,0.0037999999999999996,-12.326708529715626
dry,0.15000000000000002,0.0038687499999999994,-12.521577686474284
dry,0.15000000000000002,0.0039375,-12.715574680933178
dry,0.15000000000000002,0.004006249999999999,-12.908705355232653
dry,0.15000000000000002,0.004075,-13.100975499451595
dry,0.15000000000000002,0.00414375,-13.292390852185969
dry,0.15000000000000002,0.004212499999999999,-13.482957101119815
dry,0.15000000000000002,0.0042812499999999995,-13.672679883588627
dry,0.15000000000000002,0.00435,-13.861564787135116
dry,0.15000000000000002,0.004418749999999999,-14.049617350057899
dry,0.15000000000000002,0.0044875,-14.236843061952719
dry,0.15000000000000002,0.0045562499999999995,-14.42324736424668
dry,0.15000000000000002,0.004624999999999999,-14.608835650725345
dry,0.15000000000000002,0.00469375,-14.793613268053084
dry,0.15000000000000002,0.004762499999999999,-14.97758551628638
dry,0.15000000000000002,0.004831249999999999,-15.160757649380765
dry,0.15000000000000002,0.0049,-15.343134875690902
dry,0.15000000000000002,0.004968749999999999,-15.524722358464178
dry,0.15000000000000002,0.005037499999999999,-15.705525216328084
dry,0.15000000000000002,0.00510625,-15.885548523771064
dry,0.15000000000000002,0.005174999999999999,-16.06479731161736
dry,0.15000000000000002,0.00524375,-16.243276567495606
dry,0.15000000000000002,0.0053124999999999995,-16.42099123630138
dry,0.15000000000000002,0.005381249999999999,-16.597946220654038
dry,0.15000000000000002,0.00545,-16.77414638134742
dry,0.15000000000000002,0.005518749999999999,-16.94959653779496
dry,0.15000000000000002,0.005587499999999999,-17.124301468469124
dry,0.15000000000000002,0.00565625,-17.29826591133521
dry,0.15000000000000002,0.005724999999999999,-17.471494564279688
dry,0.15000000000000002,0.0057937499999999986,-17.643992085533025
dry,0.15000000000000002,0.0058625,-17.815763094087355
dry,0.15000000000000002,0.005931249999999999,-17.98681217010864
dry,0.15000000000000002,0.006,-18.157143855343833
dry,0.15250000000000002,0.0005,-1.8129030070747476
dry,0.15250000000000002,0.00056875,-2.0570086121733846
dry,0.15250000000000002,0.0006375,-2.2998936434204604
dry,0.15250000000000002,0.00070625,-2.541567232633225
dry,0.15250000000000002,0.000775,-2.782038420761551
dry,0.15250000000000002,0.00084375,-3.0213161590156385
dry,0.15250000000000002,0.0009124999999999999,-3.2594093099764345
dry,0.15250000000000002,0.00098125,-3.496326648690021
dry,0.15250000000000002,0.00105,-3.732076863745641
dry,0.15250000000000002,0.00111875,-3.9666685583378123
dry,0.15250000000000002,0.0011875,-4.2001102513129425
dry,0.15250000000000002,0.00125625,-4.4324103782004105
dry,0.15250000000000002,0.0013249999999999998,-4.663577292228841
dry,0.15250000000000002,0.00139375,-4.893619265327153
dry,0.15250000000000002,0.0014624999999999998,-5.1225444891114025
dry,0.15250000000000002,0.0015312499999999998,-5.350361075857089
dry,0.15250000000000002,0.0015999999999999999,-5.577077059457337
dry,0.15250000000000002,0.0016687499999999999,-5.802700396367399
dry,0.15250000000000002,0.0017375,-6.027238966535384
dry,0.15250000000000002,0.00180625,-6.250700574319634
dry,0.15250000000000002,0.001875,-6.473092949392964
dry,0.15250000000000002,0.0019437499999999997,-6.694423747633899
dry,0.15250000000000002,0.0020124999999999995,-6.914700552005266
dry,0.15250000000000002,0.0020812499999999998,-7.13393087342011
dry,0.15250000000000002,0.00215,-7.352122151595507
dry,0.15250000000000002,0.00221875,-7.5692817558941154
dry,0.15250000000000002,0.0022874999999999996,-7.785416986153756
dry,0.15250000000000002,0.00235625,-8.00053507350556
dry,0.15250000000000002,0.0024249999999999996,-8.214643181180238
dry,0.15250000000000002,0.00249375,-8.427748405303372
dry,0.15250000000000002,0.0025624999999999997,-8.639857775679161
dry,0.15250000000000002,0.00263125,-8.850978256563653
dry,0.15250000000000002,0.0026999999999999997,-9.061116747426851
dry,0.15250000000000002,0.0027687499999999995,-9.270280083704268
dry,0.15250000000000002,0.0028374999999999997,-9.47847503753816
dry,0.15250000000000002,0.0029062499999999995,-9.685708318508443
dry,0.15250000000000002,0.0029749999999999998,-9.891986574353396
dry,0.15250000000000002,0.0030437499999999996,-10.097316391680646
dry,0.15250000000000002,0.0031125,-10.301704296668055
dry,0.15250000000000002,0.0031812499999999996,-10.505156755755255
dry,0.15250000000000002,0.00325,-10.707680176325669
dry,0.15250000000000002,0.0033187499999999997,-10.90928090737905
dry,0.15250000000000002,0.0033874999999999995,-11.109965240195093
dry,0.15250000000000002,0.0034562499999999997,-11.309739408987594
dry,0.15250000000000002,0.0035249999999999995,-11.508609591550401
dry,0.15250000000000002,0.0035937499999999997,-11.706581909893945
dry,0.15250000000000002,0.0036624999999999995,-11.903662430873563
dry,0.15250000000000002,0.0037312499999999998,-12.099857166809223
dry,0.15250000000000002,0.0037999999999999996,-12.295172076096915
dry,0.15250000000000002,0.0038687499999999994,-12.489613063811843
dry,0.15250000000000002,0.0039375,-12.68318598230361
dry,0.15250000000000002,0.004006249999999999,-12.875896631783307
dry,0.15250000000000002,0.004075,-13.067750760902834
dry,0.15250000000000002,0.00414375,-13.258754067326619
dry,0.15250000000000002,0.004212499999999999,-13.44891219829556
dry,0.15250000000000002,0.0042812499999999995,-13.638230751183714
dry,0.15250000000000002,0.00435,-13.826715274047327
dry,0.15250000000000002,0.004418749999999999,-14.014371266167009
dry,0.15250000000000002,0.0044875,-14.201204178582406
dry,0.15250000000000002,0.0045562499999999995,-14.387219414620166
dry,0.15250000000000002,0.004624999999999999,-14.572422330414676
dry,0.15250000000000002,0.00469375,-14.756818235422354
dry,0.15250000000000002,0.004762499999999999,-14.940412392928824
dry,0.15250000000000002,0.004831249999999999,-15.12321002054981
dry,0.15250000000000002,0.0049,-15.305216290725483
dry,0.15250000000000002,0.004968749999999999,-15.486436331208179
dry,0.15250000000000002,0.005037499999999999,-15.66687522554407
dry,0.15250000000000002,0.00510625,-15.846538013548502
dry,0.15250000000000002,0.005174999999999999,-16.02542969177516
dry,0.15250000000000002,0.00524375,-16.20355521397937
dry,0.15250000000000002,0.0053124999999999995,-16.380919491575295
dry,0.15250000000000002,0.005381249999999999,-16.557527394087337
dry,0.15250000000000002,0.00545,-16.733383749595873
dry,0.15250000000000002,0.005518749999999999,-16.90849334517708
dry,0.15250000000000002,0.005587499999999999,-17.082860927337496
dry,0.15250000000000002,0.00565625,-17.256491202442717
dry,0.15250000000000002,0.005724999999999999,-17.429388837140944
dry,0.15250000000000002,0.0057937499999999986,-17.601558458781078
dry,0.15250000000000002,0.0058625,-17.773004655825467
dry,0.15250000000000002,0.005931249999999999,-17.94373197825759
dry,0.15250000000000002,0.006,-18.11374493798452
dry,0.155,0.0005,-1.8077294104289727
dry,0.155,0.00056875,-2.051152829735144
dry,0.155,0.0006375,-2.29336248656894
dry,0.155,0.00070625,-2.5343674364820656
dry,0.155,0.000775,-2.7741766451683807
dry,0.155,0.00084375,-3.0127989895756278
dry,0.155,0.0009124999999999999,-3.250243259000913
dry,0.155,0.00098125,-3.4865181561697596
dry,0.155,0.00105,-3.7216322982993026
