state,phi_total,phi_mc_abs,delta_lambda_pct
dry,0.0625,0.00235625,-8.852877143470977
dry,0.0625,0.0024249999999999996,-9.087558089812573
dry,0.0625,0.00249375,-9.32102510208982
dry,0.0625,0.0025624999999999997,-9.553287574979397
dry,0.0625,0.00263125,-9.784354806466412
dry,0.0625,0.0026999999999999997,-10.014235999085244
dry,0.0625,0.0027687499999999995,-10.242940261141234
dry,0.0625,0.0028374999999999997,-10.470476607913618
dry,0.0625,0.0029062499999999995,-10.696853962840184
dry,0.0625,0.0029749999999999998,-10.922081158683808
dry,0.0625,0.0030437499999999996,-11.146166938681306
dry,0.0625,0.0031125,-11.369119957674716
dry,0.0625,0.0031812499999999996,-11.590948783225738
dry,0.0625,0.00325,-11.811661896713105
dry,0.0625,0.0033187499999999997,-12.031267694413463
dry,0.0625,0.0033874999999999995,-12.24977448856626
dry,0.0625,0.0034562499999999997,-12.467190508422402
dry,0.0625,0.0035249999999999995,-12.683523901277374
dry,0.0625,0.0035937499999999997,-12.89878273348895
dry,0.0625,0.0036624999999999995,-13.11297499147985
dry,0.0625,0.0037312499999999998,-13.326108582725363
dry,0.0625,0.0037999999999999996,-13.538191336726493
dry,0.0625,0.0038687499999999994,-13.749231005968705
dry,0.0625,0.0039375,-13.959235266866603
dry,0.0625,0.004006249999999999,-14.16821172069464
dry,0.0625,0.004075,-14.376167894504281
dry,0.0625,0.00414375,-14.583111242027766
dry,0.0625,0.004212499999999999,-14.78904914456861
dry,0.0625,0.0042812499999999995,-14.993988911879258
dry,0.0625,0.00435,-15.197937783026008
dry,0.0625,0.004418749999999999,-15.40090292724126
dry,0.0625,0.0044875,-15.602891444763717
dry,0.0625,0.0045562499999999995,-15.80391036766633
dry,0.0625,0.004624999999999999,-16.003966660672205
dry,0.0625,0.00469375,-16.203067221959255
dry,0.0625,0.004762499999999999,-16.401218883952822
dry,0.0625,0.004831249999999999,-16.598428414107413
dry,0.0625,0.0049,-16.794702515677063
dry,0.0625,0.004968749999999999,-16.990047828474893
dry,0.0625,0.005037499999999999,-17.184470929621764
dry,0.0625,0.00510625,-17.377978334284595
dry,0.0625,0.005174999999999999,-17.57057649640398
dry,0.0625,0.00524375,-17.76227180941183
dry,0.0625,0.0053124999999999995,-17.953070606938784
dry,0.0625,0.005381249999999999,-18.14297916351178
dry,0.0625,0.00545,-18.33200369524192
dry,0.0625,0.005518749999999999,-18.520150360502548
dry,0.0625,0.005587499999999999,-18.707425260598306
dry,0.0625,0.00565625,-18.893834440424477
dry,0.0625,0.005724999999999999,-19.07938388911741
dry,0.0625,0.0057937499999999986,-19.264079540696056
dry,0.0625,0.0058625,-19.447927274694518
dry,0.0625,0.005931249999999999,-19.630932916785827
dry,0.0625,0.006,-19.81310223939752
dry,0.065,0.0005,-2.01403019413953
dry,0.065,0.00056875,-2.284591427904589
dry,0.065,0.0006375,-2.5536527345512545
dry,0.065,0.00070625,-2.8212265524604647
dry,0.065,0.000775,-3.087325182862721
dry,0.065,0.00084375,-3.351960791723108
dry,0.065,0.0009124999999999999,-3.6151454115955084
dry,0.065,0.00098125,-3.876890943446311
dry,0.065,0.00105,-4.137209158448214
dry,0.065,0.00111875,-4.396111699744999
dry,0.065,0.0011875,-4.653610084187304
dry,0.065,0.00125625,-4.9097157040404875
dry,0.065,0.0013249999999999998,-5.164439828664619
dry,0.065,0.00139375,-5.417793606167553
dry,0.065,0.0014624999999999998,-5.669788065031314
dry,0.065,0.0015312499999999998,-5.920434115712355
dry,0.065,0.0015999999999999999,-6.169742552216124
dry,0.065,0.0016687499999999999,-6.417724053646795
dry,0.065,0.0017375,-6.664389185731862
dry,0.065,0.00180625,-6.909748402322967
dry,0.065,0.001875,-7.153812046872576
dry,0.065,0.0019437499999999997,-7.396590353887661
dry,0.065,0.0020124999999999995,-7.638093450360139
dry,0.065,0.0020812499999999998,-7.8783313571751545
dry,0.065,0.00215,-8.117313990497024
dry,0.065,0.00221875,-8.355051163133652
dry,0.065,0.0022874999999999996,-8.591552585879684
dry,0.065,0.00235625,-8.826827868838668
dry,0.065,0.0024249999999999996,-9.06088652272477
dry,0.065,0.00249375,-9.293737960144345
dry,0.065,0.0025624999999999997,-9.525391496857775
dry,0.065,0.00263125,-9.75585635302168
dry,0.065,0.0026999999999999997,-9.985141654412406
dry,0.065,0.0027687499999999995,-10.213256433630432
dry,0.065,0.0028374999999999997,-10.44020963128658
dry,0.065,0.0029062499999999995,-10.666010097170023
dry,0.065,0.0029749999999999998,-10.890666591398727
dry,0.065,0.0030437499999999996,-11.114187785552218
dry,0.065,0.0031125,-11.336582263787394
dry,0.065,0.0031812499999999996,-11.5578585239374
dry,0.065,0.00325,-11.778024978594129
dry,0.065,0.0033187499999999997,-11.997089956174172
dry,0.065,0.0033874999999999995,-12.21506170196922
dry,0.065,0.0034562499999999997,-12.431948379180328
dry,0.065,0.0035249999999999995,-12.647758069937202
dry,0.065,0.0035937499999999997,-12.862498776301994
dry,0.065,0.0036624999999999995,-13.076178421258488
dry,0.065,0.0037312499999999998,-13.288804849686425
